Hotel Name,City,Location,StarRating,ReviewScore,Rating,ReviewCount,freewifi,familyrooms,nonsmokingrooms,restaurant,bar,heating,lift,Cuisine1,Cuisine2,Cuisine3,RoomType,DoubleBed,SingleBed,Price
NOX Golders Green,London,Golders Green,4.0,8.2,Very good,"2,074",Yes,Yes,Yes,Yes,Yes,No,Yes,Local,Continental,Full English/Irish,Double Studio,Yes,No,9975.0
"Holiday Inn London - Regent's Park, an IHG Hotel",London,Westminster Borough,4.0,7.9,Good,"4,460",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Ameican,Continental,Standard Double Room,Yes,No,23249.0
The Royale Chulan Hyde Park Hotel,London,Westminster Borough,3.0,7.4,Good,"2,122",Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Continental,,Economy Double Room,Yes,No,13503.0
146 Studios,London,Westminster Borough,4.0,7.5,Good,"2,180",Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Asian,Continental,,,,
"Radisson Blu Edwardian Kenilworth Hotel, London",London,Camden,4.0,7.9,Good,"4,326",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Vegan,Full English/Irish,,Standard Double/Twin Room,Yes,No,28089.0
H10 London Waterloo,London,Southwark,4.0,8.4,Very good,"5,268",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Continental,Full English/Irish,Double Room,Yes,No,23285.0
The Z Hotel Soho,London,Westminster Borough,,,,"6,372",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Full English/Irish,Continental,Double Room without Window,Yes,No,17286.0
OYO Somerset Hotel Baker Street London,London,Westminster Borough,2.0,4.8,Review score,168,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Continental,Vegan,,,,
Star Hotel,London,Hammersmith and Fulham,3.0,8.5,Very good,"1,120",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Vegan,Continental,,,,
1 Hotel Mayfair,London,Westminster Borough,5.0,9.0,Superb,40,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Continental,,King Room with Garden View,Yes,No,54094.0
Garden View Hotel,London,Kensington and Chelsea,3.0,6.4,Review score,"1,728",Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Asian,Full English/Irish,,,,
Prince Regent Hotel Excel London,London,Newham,,,,"1,437",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Vegetarian,Continental,Standard Double Room- Annex Building (30 seconds walk from main building),Yes,No,9150.0
The Brent Hotel - London - Wembley and Harrow,London,Brent,3.0,7.9,Good,189,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Continental,Vegan,Deluxe Double Room,Yes,No,18664.0
The Pig and Whistle,London,Mortlake,,,,169,Yes,Yes,Yes,Yes,No,Yes,Yes,Full English/Irish,,Continental,Deluxe Double Room,Yes,No,13219.0
Roseate House London,London,Westminster Borough,5.0,8.5,Very good,"1,193",Yes,Yes,Yes,Yes,No,Yes,Yes,Continental,Vegetarian,,Executive King Room,Yes,No,36148.0
ibis London Blackfriars,London,Southwark,3.0,7.9,Good,"5,268",Yes,Yes,Yes,Yes,No,Yes,Yes,Continental,Ameican,American,Standard Twin Room,Yes,No,20426.0
The Ampersand Hotel,London,Kensington and Chelsea,5.0,8.9,Fabulous,"2,514",Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Continental,,Superior Double or Twin Room,Yes,No,31236.0
Arch hotel,London,Kensington and Chelsea,3.0,5.5,Review score,28,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Full English/Irish,,Deluxe Queen Room with Two Queen Beds,No,Yes,17896.0
DoubleTree by Hilton Hotel London - Marble Arch,London,Westminster Borough,4.0,7.3,Good,650,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Full English/Irish,Standard Queen Room,Yes,No,26535.0
Glendale Hyde Park Hotel,London,Westminster Borough,3.0,6.3,Review score,936,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Ameican,Continental,,,,
Euston Square Hotel,London,Camden,3.0,7.6,Good,"3,515",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,,Double Room without Window,Yes,No,16463.0
The Princess Victoria,London,Hammersmith and Fulham,,,,515,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Asian,Continental,Deluxe King Room,Yes,No,13117.0
Hilton London Hyde Park,London,Bayswater,4.0,7.3,Good,"1,354",Yes,Yes,Yes,No,Yes,Yes,Yes,,,,,,,
Millennium Hotel London Knightsbridge,London,Kensington and Chelsea,4.0,6.8,Review score,"3,021",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,,Standard Double Room,Yes,No,22329.0
"Holiday Inn Express Park Royal, an IHG Hotel",London,Acton,3.0,8.0,Very good,"3,150",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,,,,,
The Chapter - Griffin House Hotel,London,Westminster Borough,3.0,7.6,Good,223,Yes,Yes,Yes,Yes,No,Yes,No,Local,Continental,,Economy Triple Room,No,Yes,19319.0
"Crowne Plaza London Ealing, an IHG Hotel",London,Ealing,4.0,7.8,Good,"1,766",Yes,Yes,Yes,Yes,No,Yes,Yes,American,Vegan,,,,,
Comfotel GRN,London,Hammersmith and Fulham,,,,"1,142",Yes,Yes,Yes,No,No,Yes,Yes,,,Full English/Irish,Double Room,Yes,No,8145.0
The Pilgrm,London,Westminster Borough,4.0,7.7,Good,"2,164",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Vegan,Asian,,,,,
The Sanctuary House Hotel,London,Westminster Borough,3.0,8.6,Fabulous,"2,131",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Vegetarian,,,,,
Pasha Hotel - 3* Boutique Hotel,London,Southwark,3.0,4.2,Review score,"1,392",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Continental,,Standard  Double Room,Yes,No,5765.0
citizenM Tower of London,London,City of London,4.0,8.6,Fabulous,"6,437",Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Full English/Irish,Full English/Irish,,,,
Adria Hotel,London,Hammersmith and Fulham,3.0,8.2,Very good,"1,460",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Vegetarian,Continental,En-suite Twin Room,Yes,No,14128.0
Hilton London Angel Islington,London,Islington,4.0,8.0,Very good,"2,298",Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Ameican,,,,,
Peckham Rooms Hotel,London,Southwark,,,,"1,499",Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Continental,Continental,Triple Room with Private Bathroom,No,Yes,11185.0
"Holiday Inn Express London Victoria, an IHG Hotel",London,Westminster Borough,3.0,7.6,Good,"1,304",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Full English/Irish,,Standard  Room,Yes,No,22039.0
Citadines Trafalgar Square,London,Westminster Borough,4.0,8.0,Very good,"3,890",No,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Continental,Full English/Irish,Studio,No,Yes,30199.0
Gresham Hotel Bloomsbury,London,Camden,,,,"2,001",No,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Ameican,Continental,,,,
citizenM London Victoria Station,London,Westminster Borough,4.0,8.8,Fabulous,"2,897",Yes,Yes,Yes,Yes,Yes,No,Yes,Continental,,Vegan,King Room,Yes,No,21089.0
Fountain Hotel,London,London,2.0,7.2,Good,"1,119",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,Asian,Continental,Double Room,Yes,No,8145.0
Hotel 63,London,Westminster Borough,3.0,8.3,Very good,"1,257",Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Full English/Irish,,Junior Suite,Yes,No,35080.0
"The Gantry London, Curio Collection By Hilton",London,Newham,4.0,8.8,Fabulous,"2,526",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Continental,,King Room - Mobility Accessible ,Yes,No,19053.0
Canopy by Hilton London City,London,City of London,4.0,8.7,Fabulous,"1,542",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,,King Room,Yes,No,30260.0
Studios next to Emirates Stadium,London,Islington,3.0,6.8,Review score,32,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,,Double Room,Yes,No,10168.0
Comfort Inn Edgware Road W2,London,Westminster Borough,3.0,7.1,Good,"1,668",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Vegan,Full English/Irish,,,,
The Z Hotel Strand,London,Westminster Borough,,,,"9,362",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Continental,Continental,,,,
"Queensway Hotel, Sure Hotel Collection by Best Western",London,Westminster Borough,3.0,6.8,Review score,"1,644",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Asian,,Standard Triple Room,Yes,No,22268.0
Doubletree By Hilton London Kensington,London,Kensington and Chelsea,4.0,7.3,Good,"2,698",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Vegetarian,Continental,Double Guest Room,Yes,No,22054.0
Mornington Hotel London Victoria,London,Westminster Borough,4.0,7.6,Good,"1,180",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,,Economy Double Room,Yes,No,21353.0
Central Park Hotel,London,Westminster Borough,3.0,6.6,Review score,"17,247",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,Full English/Irish,Standard Double Room,Yes,No,12710.0
St Athans Hotel,London,Camden,2.0,7.3,Good,"1,854",Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Full English/Irish,Continental,,,,
Regency Hotel Parkside,London,Westminster Borough,4.0,8.0,Very good,"1,263",Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Continental,Vegan,Double Room,Yes,No,19218.0
NOX West Hampstead,London,Camden,3.0,8.1,Very good,"1,062",Yes,Yes,Yes,Yes,No,Yes,Yes,American,Ameican,Continental,Double Studio,Yes,No,13635.0
Sloane Square Hotel,London,Kensington and Chelsea,4.0,7.8,Good,"1,682",Yes,Yes,Yes,Yes,No,Yes,Yes,International,Continental,,Small Double Room,Yes,No,29994.0
"The Westminster London, Curio Collection by Hilton",London,Westminster Borough,4.0,8.3,Very good,"5,229",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Vegan,Asian,American,,,,
Sonder The Voyage,London,Westminster Borough,3.0,7.8,Good,117,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,,,Standard Queen Room,Yes,No,17346.0
Avonmore Hotel,London,Camden,2.0,7.1,Good,"1,327",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Continental,,,,,
Americana Hotel,London,Westminster Borough,3.0,7.0,Good,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Full English/Irish,Full English/Irish,,,,
Manor Hotel,London,Kensington and Chelsea,2.0,6.5,Review score,677,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Continental,Double Room with Shared Bathroom,Yes,No,12956.0
The Maiden Oval Hotel- FKA Belgrave Hotel,London,Lambeth,3.0,7.3,Good,374,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Vegan,,,,,
The Z Hotel Covent Garden,London,Westminster Borough,,,,"9,260",Yes,Yes,Yes,Yes,Yes,No,Yes,American,Continental,Continental,Queen Room - No Window,No,Yes,20845.0
Hotel Edward Paddington,London,Westminster Borough,3.0,7.0,Good,"3,646",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,,,,,,
Riu Plaza London Victoria,London,Westminster Borough,4.0,8.1,Very good,"1,069",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Vegetarian,Full English/Irish,Deluxe - No Window,No,Yes,23286.0
Orlando hotel,London,Hammersmith and Fulham,,,,691,Yes,Yes,Yes,Yes,No,Yes,Yes,Full English/Irish,Continental,Continental,Standard Twin Room,Yes,No,9253.0
Malmaison London,London,Islington,4.0,8.0,Very good,"1,257",Yes,Yes,Yes,Yes,No,Yes,Yes,Continental,Full English/Irish,Vegan,Club Deluxe Room,No,Yes,30911.0
City Sleeper at Royal National Hotel,London,Camden,4.0,8.1,Very good,"1,791",Yes,Yes,Yes,Yes,No,Yes,Yes,Continental,Vegetarian,Continental,,,,
The Cranley Hotel,London,Kensington and Chelsea,4.0,4.1,Review score,"1,885",Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Ameican,,Superior Double Room,Yes,No,16015.0
The Abbey,London,Kensington and Chelsea,,,,274,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Continental,Full English/Irish,,,,
Apex City Of London Hotel,London,City of London,4.0,8.8,Fabulous,"1,966",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,Continental,,,,
OYO London Guest House,London,Acton,3.0,7.5,Good,514,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Vegan,,,,
Centel - Excellent Stay in London Zone 1,London,Southwark,5.0,5.7,Review score,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Ameican,Continental,,,,
Ruby Lucy Hotel London,London,Lambeth,4.0,8.8,Fabulous,"2,383",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Continental,,Cosy,No,Yes,24098.0
King Solomon Hotel- Golders Green,London,Golders Green,3.0,6.0,Review score,"2,003",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Asian,American,Small Double Room,Yes,No,8643.0
The Waldorf Hilton,London,Westminster Borough,5.0,7.8,Good,"2,103",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,,Queen Hilton Superior Room,No,Yes,30459.0
DoubleTree by Hilton London Chelsea,London,Hammersmith and Fulham,4.0,7.9,Good,"2,101",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,,Queen Guest Room,No,Yes,18967.0
Hilton London Canary Wharf,London,Tower Hamlets,4.0,8.6,Fabulous,"3,696",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,Full English/Irish,Double Guest Room,Yes,No,21198.0
Kings Cross Hotel London,London,Camden,2.0,5.9,Review score,"1,455",Yes,Yes,Yes,No,Yes,Yes,Yes,,,Continental,,,,
Dockers Inn,London,Tower Hamlets,,,,717,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Vegan,,King Room,Yes,No,14134.0
The Standard London,London,Camden,5.0,8.6,Fabulous,"2,194",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Vegan,Continental,Continental, Double Room with No Window,Yes,No,29386.0
"Mornington Hotel London Kensington, BW Premier Collection",London,Kensington and Chelsea,4.0,7.0,Good,"1,442",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Asian,,,,,
Mercure London Bloomsbury Hotel,London,Camden,4.0,7.3,Good,"1,336",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Vegetarian,Full English/Irish,Small Double Room,Yes,No,21155.0
"OYO Abbey Hotel, London Shepherd's Bush Market",London,Hammersmith and Fulham,3.0,7.1,Good,807,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Continental,Continental,Standard Double Room,Yes,No,11073.0
Crestfield Hotel,London,Camden,2.0,7.7,Good,"5,128",Yes,Yes,Yes,Yes,Yes,No,Yes,Local,Full English/Irish,Vegan,,,,
Citadines Islington London,London,Islington,4.0,8.9,Fabulous,"1,309",Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Vegetarian,Continental,,,,
Dreamtel London Kensington,London,Kensington and Chelsea,3.0,6.4,Review score,"1,468",Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Ameican,,Superior Double Room,Yes,No,17998.0
"Holiday Inn London - Whitechapel, an IHG Hotel",London,Tower Hamlets,4.0,8.2,Very good,"2,034",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Continental,Full English/Irish,,,,
The Brookmill,London,Lewisham,,,,227,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,,Continental,,,,
"Club Quarters Hotel London City, London",London,City of London,4.0,7.3,Good,"3,881",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Continental,Vegan,,,,
Bermondsey Square Hotel - A Bespoke Hotel,London,Southwark,4.0,7.9,Good,"2,471",No,Yes,Yes,Yes,Yes,Yes,Yes,Continental,Ameican,Continental,,,,
Tudor Court Hotel,London,Westminster Borough,3.0,7.1,Good,"1,926",No,Yes,Yes,Yes,No,Yes,Yes,Continental,,,,,,
Marlin Aldgate Tower Bridge,London,Tower Hamlets,4.0,7.4,Good,938,Yes,Yes,Yes,Yes,No,Yes,Yes,American,Asian,American,,,,
The Pelham London - Starhotels Collezione,London,Kensington and Chelsea,5.0,8.3,Very good,511,Yes,Yes,Yes,Yes,No,Yes,Yes,Asian,Full English/Irish,,,,,
Ambassadors Bloomsbury,London,Camden,4.0,6.9,Review score,"1,716",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,,Double Room,Yes,No,17184.0
Novotel London Excel,London,Newham,4.0,8.1,Very good,"3,403",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,Full English/Irish,Standard Room with 1 Queen size bed + convertible sofa,Yes,No,10575.0
London Stay Apartments,London,Southwark,3.0,7.5,Good,922,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Continental,,,,
30 willesden lane,London,Brent,,,,29,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Vegan,,Double Room,Yes,No,7779.0
Hyatt House London Stratford - Aparthotel,London,Newham,4.0,8.7,Fabulous,"1,127",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Continental,King Studio with Kitchenette,Yes,No,23402.0
Seven Dials Hotel,London,Camden,,,,"2,744",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Asian,,Double En Suite in Basement,Yes,No,16269.0
Thistle Trafalgar Square,London,Westminster Borough,4.0,8.0,Very good,"3,013",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Vegetarian,Full English/Irish,,,,
Ten Manchester Street Hotel,London,Westminster Borough,4.0,8.3,Very good,715,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Continental,Petite Double Room,Yes,No,31572.0
Best Western London Highbury,London,Hackney,3.0,7.7,Good,"2,500",Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Full English/Irish,Vegan,Double Room,Yes,No,14185.0
DoubleTree by Hilton London Angel Kings Cross,London,Islington,4.0,7.8,Good,"4,830",Yes,Yes,Yes,Yes,No,Yes,Yes,International,Vegetarian,Continental,Double Room with Single Bed ,Yes,No,24374.0
Mayflower Hotel,London,Kensington and Chelsea,3.0,7.1,Good,"3,718",Yes,Yes,Yes,Yes,No,Yes,Yes,Vegan,Ameican,,Small Double Room,Yes,No,14134.0
The Premier Notting Hill,London,Kensington and Chelsea,4.0,7.5,Good,"6,028",Yes,Yes,Yes,Yes,No,Yes,Yes,Full English/Irish,Continental,Full English/Irish,Deluxe Double Room,Yes,No,16472.0
The Long Room Hotel and Bar,London,Wandsworth,2.0,6.2,Review score,657,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Full English/Irish,Continental,Twin Room with Private Bathroom,Yes,No,8033.0
55 by Le Mirage,London,Westminster Borough,4.0,8.6,Fabulous,"1,183",Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Continental,Vegan,,,,
TiTiwangsa One Accomodation at Paddington,London,Westminster Borough,4.0,7.9,Good,"1,234",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Ameican,Continental,Double Room,Yes,No,20133.0
Norfolk Towers Paddington,London,Westminster Borough,4.0,7.6,Good,"7,147",Yes,Yes,Yes,No,Yes,Yes,Yes,,,,,,,
Morton Hotel,London,Camden,4.0,7.9,Good,161,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Asian,American,Deluxe Double Room,Yes,No,23387.0
Novotel London Tower Bridge,London,City of London,4.0,8.6,Fabulous,"3,685",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Full English/Irish,,,,,
"The Hoxton, Shoreditch",London,Hackney,4.0,8.4,Very good,"1,912",Yes,Yes,Yes,Yes,Yes,No,Yes,Full English/Irish,Continental,,Cosy Double,Yes,No,25319.0
Marlin Apartments London Bridge - Empire Square,London,Southwark,4.0,7.5,Good,"1,336",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,,Full English/Irish,,,,
The Chapter Hotels - Hyde Park,London,Westminster Borough,,,,922,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,,Continental,Budget Double Room,Yes,No,12527.0
Park Plaza Victoria London,London,Westminster Borough,4.0,8.2,Very good,"3,872",Yes,No,Yes,Yes,Yes,Yes,Yes,Continental,Vegan,,,,,
The Villa Kensington,London,Kensington and Chelsea,3.0,7.4,Good,"1,503",Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Continental,Continental,Double Room,Yes,No,14971.0
The Royal Horseguards,London,Westminster Borough,5.0,8.1,Very good,"2,916",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,,,,,,
The Eaton Townhouse,London,Westminster Borough,3.0,7.5,Good,810,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Vegetarian,Full English/Irish,,,,
"Park Plaza London, Park Royal",London,Ealing,4.0,8.4,Very good,"7,987",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Continental,Superior King Room,Yes,No,16981.0
CitySpace Tower Bridge,London,Southwark,,,,484,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,Vegan,,,,
The Green W7,London,Ealing,,,,644,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Vegetarian,Continental,,,,
Marlin Canary Wharf,London,Tower Hamlets,4.0,7.2,Good,659,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Ameican,,Studio Apartment,No,Yes,15150.0
Lords Hotel,London,Westminster Borough,,,,"3,872",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Full English/Irish,Superior Triple Room,No,Yes,14871.0
Pembridge Palace Hotel,London,Westminster Borough,3.0,7.9,Good,"6,392",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,Continental,,,,
Novotel London Greenwich,London,Greenwich,4.0,7.5,Good,"3,465",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Vegan,Superior Double Room,Yes,No,15659.0
"Radisson Blu Edwardian Sussex Hotel, London",London,Westminster Borough,4.0,7.6,Good,"2,079",Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Ameican,Continental,,,,
The Brewers Inn,London,Wandsworth,,,,745,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Continental,,,,,
London City Airport Hotel,London,Newham,,,,"2,527",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Vegan,Asian,American,Double Room,Yes,No,10371.0
Forest House Hotel,London,London,3.0,8.2,Very good,933,Yes,Yes,Yes,Yes,No,Yes,Yes,Full English/Irish,,,Standard Double Room,Yes,No,10982.0
Novotel London Canary Wharf,London,Tower Hamlets,4.0,8.4,Very good,"4,620",Yes,Yes,Yes,Yes,No,Yes,Yes,Asian,Continental,,Superior Double Room with City View,Yes,No,19218.0
Belvedere Hotel,London,Westminster Borough,2.0,7.1,Good,"3,117",Yes,Yes,Yes,Yes,No,Yes,Yes,International,Full English/Irish,Full English/Irish,Twin Room,Yes,No,16558.0
MSK Hotel 82,London,Westminster Borough,4.0,7.8,Good,"2,063",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Continental,,,,
Mama Shelter London - Shoreditch,London,Tower Hamlets,4.0,8.4,Very good,"2,520",Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Vegan,,Small Mama Double Room,Yes,No,19014.0
The Collective Canary Wharf,London,Tower Hamlets,4.0,7.3,Good,,Yes,Yes,Yes,Yes,Yes,No,Yes,American,Continental,Continental,Classic Studio,No,Yes,15252.0
Paddington Park Hotel,London,Westminster Borough,3.0,7.8,Good,"2,968",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,,,Double Room,Yes,No,18811.0
Rockwell East-Tower Bridge,London,Tower Hamlets,4.0,8.3,Very good,"2,342",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Vegetarian,Full English/Irish,Double Studio,Yes,No,18811.0
The Kensington Hotel,London,Kensington and Chelsea,5.0,8.8,Fabulous,350,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Continental,Continental,Classic Double Room,Yes,No,32945.0
easyHotel Paddington,London,Westminster Borough,2.0,4.7,Review score,"2,175",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,Full English/Irish,Vegan,Double Room with Window,Yes,No,11693.0
The California,London,Camden,3.0,7.7,Good,"2,836",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,Vegetarian,Continental,Small Double Room,Yes,No,18811.0
Mermaid Suite Hotel,London,Westminster Borough,3.0,7.2,Good,"2,012",Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Ameican,,,,,
The ULH,London,London,,,,68,Yes,Yes,Yes,Yes,No,Yes,Yes,Asian,Continental,Full English/Irish,Standard Double Room,Yes,No,13239.0
The Chapter - Mayfair Residence,London,Westminster Borough,,,,185,No,Yes,Yes,Yes,No,Yes,Yes,Local,Full English/Irish,Continental,Double Room with Shared Bathroom,Yes,No,16269.0
The Westbridge Hotel Stratford,London,Newham,4.0,8.2,Very good,"4,580",No,Yes,Yes,Yes,No,Yes,Yes,Local,Continental,Vegan,Standard Twin Room,Yes,No,13320.0
"Holiday Inn Express London Stratford, an IHG Hotel",London,Newham,3.0,8.4,Very good,"6,447",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Ameican,Continental,,,,
Hilton London Tower Bridge,London,Southwark,4.0,8.7,Fabulous,"2,669",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Continental,,,,,
"Great Northern Hotel, A Tribute Portfolio Hotel, London",London,Camden,5.0,8.2,Very good,559,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Asian,American,,,,
The W14 Kensington,London,Hammersmith and Fulham,3.0,7.5,Good,"5,013",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,,Double Room with Private Bathroom,Yes,No,18303.0
Shakespeare Hotel,London,Westminster Borough,3.0,6.7,Review score,"1,320",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,,Queen Room with Shared Bathroom - 4,No,Yes,10556.0
The Omega Hotel,London,Westminster Borough,3.0,7.7,Good,696,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,Full English/Irish,Double Room,Yes,No,20235.0
Palace Court Hotel,London,Kensington and Chelsea,2.0,5.6,Review score,"1,057",Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Continental,Continental,,,,
Clayton Hotel City of London,London,Tower Hamlets,4.0,8.6,Fabulous,"4,570",Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Vegan,,Deluxe Double Room,Yes,No,26081.0
St George's Hotel,London,Westminster Borough,2.0,6.4,Review score,"2,687",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Vegan,Continental,Continental,Standard Double Room,Yes,No,12492.0
Novotel London Paddington,London,Westminster Borough,4.0,8.0,Very good,"2,652",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Asian,,Superior Queen Room with Sofa,No,Yes,21556.0
"OYO Townhouse Apollo, Hyde Park",London,Westminster Borough,3.0,5.9,Review score,"2,238",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Vegetarian,,,,,
