Hotel Name,City,Location,StarRating,ReviewScore,Rating,ReviewCount
BreakFree on Broadway Sydney,Sydney,Glebe,4,7.7,Good,157
The Porter House Hotel Sydney - MGallery,Sydney,Sydney CBD,,,,203
Rockdale Apartment Rooms,Sydney,Sydney,,,,"3,640"
Markets Hotel,Sydney,Sydney,3,7.6,Good,702
PARKROYAL Parramatta,Sydney,Parramatta,4.5,8.2,Very good,"3,393"
Veriu Central,Sydney,Sydney CBD,4.5,7.5,Good,450
Shangri-La Sydney,Sydney,Sydney CBD,5,8.1,Very good,"9,938"
Quest North Sydney,Sydney,North Sydney,4,8.8,Fabulous,731
Adina Apartment Hotel Chippendale,Sydney,Sydney,4,9.1,Superb,"2,460"
Strathfield Executive Accommodation,Sydney,Sydney,4,7.8,Good,977
Swissotel Sydney,Sydney,Sydney CBD,5,8.1,Very good,933
The Branksome Hotel & Residences,Sydney,Mascot,5,8.5,Very good,843
"West Hotel Sydney, Curio Collection by Hilton",Sydney,Sydney CBD,4.5,8.4,Very good,"1,114"
Cremorne Point Manor,Sydney,Sydney,4,8.5,Very good,803
Horse and Jockey Hotel Homebush,Sydney,Sydney,,,,810
Mercure Sydney Martin Place,Sydney,Sydney CBD,4,7.8,Good,"2,102"
Newtown Budget Hotel,Sydney,Newtown,2,7,Good,147
Pullman Sydney Hyde Park,Sydney,Sydney CBD,5,8,Very good,"1,687"
Ballantyne at Mosman - Serviced Apartments,Sydney,Mosman,3,7.8,Good,"2,199"
Bayswater Boutique Lodge,Sydney,Rushcutters Bay,3,7.1,Good,327
1 bedroom Apt in North Sydney send a message to our Telegram Our Telegram manuelhotels,Sydney,Sydney,,,,1
Zion,Sydney,McMahons Point,,,,849
Meriton Suites Zetland,Sydney,Sydney,5,8.3,Very good,486
Penshurst Guest House,Sydney,Sydney,,,,"5,437"
Mantra 2 Bond Street,Sydney,Sydney CBD,4,8.1,Very good,"7,672"
"Meriton Suites Campbell Street, Sydney",Sydney,Sydney CBD,5,8.6,Fabulous,"1,224"
Nesuto Chippendale,Sydney,Chippendale,4,7.8,Good,67
Linley House,Sydney,Sydney,3,8.3,Very good,430
"Meriton Suites Kent Street, Sydney",Sydney,Sydney CBD,5,8.2,Very good,892
Sofitel Sydney Wentworth,Sydney,Sydney CBD,5,7.6,Good,"1,215"
Bondi 38 Serviced Apartments,Sydney,Bondi,4,8.8,Fabulous,430
Heritage charm in the city! send a message to our Telegram Our Telegram manuelhotels,Sydney,Sydney,,,,"2,788"
"InterContinental Sydney, an IHG Hotel",Sydney,Sydney CBD,5,8.3,Very good,"1,920"
The York by Swiss-Belhotel,Sydney,Sydney CBD,4,7.8,Good,3
City Skyline Views CBD Apartment - 1602,Sydney,Sydney CBD,,,,1
1 bedroom apartment in Fairlight - 100m from beach,Sydney,Sydney,,,,"2,178"
Modern Unit in Surry Hills,Sydney,Surry Hills,4,10,Exceptional,337
Macleay Hotel,Sydney,Potts Point,4,8.2,Very good,3
"Harbour BlissâExquisite Design, Breathtaking Views",Sydney,Sydney,,,,"2,661"
Coogee Bay Hotel,Sydney,Coogee,,,,612
Novotel Sydney Central,Sydney,Sydney CBD,4,8,Very good,221
Greenacre Hotel,Sydney,Sydney,3,6.5,Review score,943
Rendezvous Hotel Sydney The Rocks,Sydney,Sydney CBD,4,7.8,Good,172
Mad Monkey Downtown,Sydney,Potts Point,,,,"3,555"
Quest St Leonards,Sydney,St Leonards,4,8.6,Fabulous,"2,359"
"Parkside 1 bedroom home, Whisper quiet",Sydney,North Sydney,,,,"1,932"
"PARKROYAL Darling Harbour, Sydney",Sydney,Sydney CBD,4.5,8.3,Very good,422
Meriton Suites North Ryde,Sydney,North Ryde,5,8.7,Fabulous,"3,933"
Coogee Bay Boutique Hotel,Sydney,Coogee,4,9,Superb,"1,837"
Nesuto Parramatta,Sydney,Parramatta,4,8.1,Very good,348
Veriu Camperdown,Sydney,Camperdown,4.5,7.9,Good,255
The Resch House,Sydney,Sydney CBD,,,,43
Adina Apartment Hotel Bondi Beach Sydney,Sydney,Bondi,4,8.5,Very good,916
Wynyard Hotel,Sydney,Sydney CBD,,,,635
Veriu Broadway,Sydney,Ultimo,4.5,8.4,Very good,531
Spicers Potts Point,Sydney,Potts Point,5,9.3,Superb,342
Bondi accomodation,Sydney,Bondi,4,6.6,Review score,7
Watsons Bay Boutique Hotel,Sydney,Watsons Bay,4,8.6,Fabulous,587
Blues Point Hotel,Sydney,McMahons Point,,,,42
Hotel St Leonards,Sydney,St Leonards,3.5,6.7,Review score,381
Savoy Double Bay Hotel,Sydney,Double Bay,3.5,7.7,Good,807
Pyrmont Town House,Sydney,Pyrmont,,,,66
Kirketon Hotel Sydney,Sydney,Darlinghurst,4,6.9,Review score,"1,537"
Stoke Beach House,Sydney,Manly,,,,379
Southern Cross Hotel,Sydney,Sydney,3,6.9,Review score,74
Kith Hotel Darling Harbour,Sydney,Sydney CBD,3,7.8,Good,893
Lovely Studio apartments in Strathfield CBD,Sydney,Sydney,3,8.4,Very good,162
Rydges Parramatta,Sydney,Parramatta,4.5,7.9,Good,"2,713"
Quest Manly,Sydney,Manly,4,8.5,Very good,675
Transcending Views,Sydney,Kirribilli,4,8.2,Very good,29
Coogee Beach House,Sydney,Coogee,,,,443
Macquarie university and Metro nearby,Sydney,North Ryde,4,10,Exceptional,778
Bondi Beach House,Sydney,Bondi,,,,4
Marco Polo Motor Inn Sydney,Sydney,Summer Hill,3.5,6.3,Review score,"2,151"
Highfield Private Hotel,Sydney,Potts Point,3,6.2,Review score,330
Nesuto Woolloomooloo,Sydney,Woolloomooloo,3,8.1,Very good,667
Terminus Hotel Pyrmont,Sydney,Pyrmont,,,,79
Mantra Chatswood,Sydney,Chatswood,4,7.8,Good,478
Arena Hotel (formerly Sleep Express Motel),Sydney,Sydney,3,6.5,Review score,826
Illinois Hotel,Sydney,Sydney,3,6.8,Review score,193
Greenwich Inn Motel,Sydney,St Leonards,4,6.5,Review score,492
Sydney Central Inn,Sydney,Sydney CBD,3,6.3,Review score,377
Burwood Studio,Sydney,Burwood,3,7.3,Good,16
Luxury sweet room,Sydney,Sydney,,,,4
Coogee Studio Apartments,Sydney,Clovelly,4,7.1,Good,192
SKYE Hotel Suites Parramatta,Sydney,Parramatta,5,8.7,Fabulous,"2,340"
UNO Hotel Sydney,Sydney,Potts Point,3.5,4.2,Review score,213
Meriton Suites Bondi Junction,Sydney,Bondi,5,7.6,Good,"3,993"
Peppers Manly Beach,Sydney,Manly,4,7,Good,1
Hotel Concord,Sydney,Sydney,2,7,Good,95
The Village Surry Hills,Sydney,Surry Hills,3,6.5,Review score,350
Sydney Cosmopolitan CBD Apartment,Sydney,Sydney CBD,4,9.6,Exceptional,"2,377"
"Meriton Suites Pitt Street, Sydney",Sydney,Sydney CBD,5,7.5,Good,20
Devere Hotel,Sydney,Potts Point,3.5,6.6,Review score,613
Sydney Boutique Hotel,Sydney,Darlinghurst,3,8.3,Very good,253
"Meriton Suites Church Street, Parramatta",Sydney,Parramatta,5,8.3,Very good,"3,443"
Arthur's Hotel Bondi Junction,Sydney,Bondi,,,,16
Wiley Park Hotel,Sydney,Sydney,2,5.4,Review score,159
Beach Road Hotel,Sydney,Bondi,3,7.3,Good,109
Town and Country Motel,Sydney,Sydney,3.5,6.8,Review score,336
Mantra Sydney Central,Sydney,Sydney CBD,4,7.7,Good,896
Luxury 1/Bed Art Deco Apartment,Sydney,Darlinghurst,,,,22
Burwood Bed and Breakfast,Sydney,Burwood,3,5.9,Review score,205
Airport Hotel Sydney,Sydney,Sydney,3,4.3,Review score,"2,779"
The Bexley Motel,Sydney,Sydney,,,,265
Summer House Newtown,Sydney,Newtown,2,6.3,Review score,701
Fiori Apartments,Sydney,Parramatta,3,5.7,Review score,"1,045"
Campsie Hotel,Sydney,Campsie,3,5.7,Review score,402
Wentworth Hotel,Sydney,Sydney,4,5.5,Review score,430
Original Backpackers,Sydney,Potts Point,,,,346
Paxsafe Sydney Hyde Park Private Apartments,Sydney,Sydney CBD,4,6.5,Review score,171
Rosehill Hotel,Sydney,Parramatta,,,,396
The Blenheim,Sydney,Randwick,,,,686
The Sebel Sydney Chatswood,Sydney,Chatswood,4,7,Good,471
Liberty Plains Motor Inn,Sydney,Sydney,3.5,6.3,Review score,383
APX World Square,Sydney,Sydney CBD,4,6.9,Review score,"2,988"
Ocean View Family Vacation Home,Sydney,Sydney Eastern Suburbs,,,,3
Goldsbrough 2 bedrooms split apartment,Sydney,Sydney CBD,4,8,Very good,8
Studio in Darling Point,Sydney,Sydney Eastern Suburbs,,,,32
Sandy Bottoms Guesthouse,Sydney,Manly,3,5.5,Review score,209
Campsie Adorable 3Br Apt with Wifi & Parking,Sydney,Campsie,4,5,Review score,2
Premium large apartment with view to the park,Sydney,Sydney,3,8.7,Fabulous,12
Metro Apartments on King,Sydney,Sydney CBD,3,6,Review score,249
Paulâs Boutique,Sydney,Surry Hills,,,,70
Pyrnmont 2 Bedroom Terrace,Sydney,Pyrmont,,,,4
"Furnished 3b/r unit for rent with Tennis courts, jaccuzi and pool",Sydney,Sydney,,,,1
Mantra on Kent,Sydney,Sydney CBD,4,8,Very good,515
Paddington House,Sydney,Darlinghurst,4,10,Exceptional,6
Convenient 1b1b2p Apt close to Sydney airport,Sydney,Mascot,,,,610
Boardrider Backpackers and Budget Motel,Sydney,Manly,4,6,Review score,"2,448"
Park Regis Concierge Apartments,Sydney,Cremorne,4,8.2,Very good,278
Meriton Suites North Sydney,Sydney,North Sydney,5,8.8,Fabulous,1
Nicely located three bedroom apartment in Bondi Beach.,Sydney,Bondi,4,8,Very good,3
Entire home in Wolli Creek,Sydney,Sydney,4,9.3,Superb,1
Kent Cosy House,Sydney,Sydney CBD,,,,45
"Bright, Modern & Convenient",Sydney,Ryde,,,,6
Cityview Studio Accommodation,Sydney,Sydney,3,6.9,Review score,412
"Meriton Suites World Tower, Sydney",Sydney,Sydney CBD,5,8.7,Fabulous,"3,915"
STUDIO IN BONDI,Sydney,Bondi,4,7.7,Good,549
Sheraton Grand Sydney Hyde Park,Sydney,Sydney CBD,,,,"2,192"
Manly Waves Studios & Apartments,Sydney,Manly,3.5,6.2,Review score,148
Park Hyatt Sydney,Sydney,Sydney CBD,5,9.1,Superb,403
Sydney Harbour Views,Sydney,Kirribilli,,,,"1,547"
Cockatoo Island Accommodation,Sydney,Sydney,,,,56
Vista unit Close to the City & Airport & Train station and Brighton Le Sands Beach,Sydney,Sydney,4,8.6,Fabulous,94
"Hotel Style Monterey Guest Studio near Hospitals, Beach and Airport",Sydney,Sydney,,,,10
KOZYGURU McMahons Point Amazing Water View Studio + FREE Parking NMP002,Sydney,McMahons Point,,,,8
Beach-side North Bondi,Sydney,Bondi,4,8.4,Very good,61
QUEEN SIZE GARDEN VIEW ROOM EASTWOOD/RYDE,Sydney,Sydney,,,,5
Glebe House,Sydney,Glebe,,,,1
"Bamboo House, Close to the City & Airport & Train station and Brighton Le Sands Beach",Sydney,Sydney,4,9.5,Exceptional,13
Eggie's Nest - Luxury 1 Bedroom Apartment,Sydney,Glebe,,,,1
"Comfort Living - 3 Bedroom sleeps 6 , parking, pool, other amenities - Near Showgrounds",Sydney,Sydney Olympic Park,4,5,Review score,2
Peaceful Haven,Sydney,Sydney,,,,30
Aircabinï½Macquarie Parkï½Luxurious 2 Bed +Free Park,Sydney,North Ryde,4,6.2,Review score,9
"Huge Holiday Place near to Beach, Airport, Train & Shoppings",Sydney,Sydney,3,7.3,Good,13
KOZYGURU Bondi Beach Dream Holiday Lovely 1 Bed Studio NBD242,Sydney,Bondi,4,7,Good,2
Lotus Stay Manly - Apartment 31E,Sydney,Manly,3,7.7,Good,35
KozyGuru / Chippendale / NCH084,Sydney,Chippendale,,,,3
Central Coast Moon Lake Resort,Sydney,Sydney,,,,14
KOZYGURU Haymarket SYD Overly Warm 1 Bed APT NHA317-546A,Sydney,Sydney CBD,,,,79
Lotus Stay Manly - Apartment 31F,Sydney,Manly,3,7.2,Good,629
Aircabinï½Strathfieldï½Lovleyï½2 Bed Apt+Free parking,Sydney,Sydney,4,8.5,Very good,6
"The Alexander Apartments - Harbour Views, Parking, Pool, Gym",Sydney,North Sydney,,,,8
KOZYGURU Chatswood Luxury Studio NCH088-720,Sydney,Chatswood,,,,65
Lotus Stay Manly - Apartment 31C,Sydney,Manly,3.5,6.3,Review score,13
KozyGuru / Haymarket SYD / Cozy Warm / 1 Bed APT / NHA317-546B,Sydney,Sydney CBD,,,,2
5 Bedroom Terrace in Surry Hill with 1free parking,Sydney,Surry Hills,,,,19
Lotus Stay Manly - Apartment 31D,Sydney,Manly,3,6.9,Review score,50
Lotus Stay Manly - Apartment 31G,Sydney,Manly,3.5,6.5,Review score,1
Luxury 3 Bedroom Apartment in Ryde,Sydney,Ryde,,,,5
KOZYGURU MASCOT 2 BED APT FREE DOUBLE-PARKING NMA629,Sydney,Mascot,,,,2
Lotus Stay Manly - Apartment 29E,Sydney,Manly,3,6.7,Review score,28
KOZYGURU Parramatta Lovely 2 BED APT Free Parking NPA006,Sydney,Parramatta,4,8,Very good,2
KOZYGURU SYDNEY CBD Family Friendly 3Bed APT NHA653-1702,Sydney,Sydney CBD,,,,59
STUNNING SYDNEY HOME 3,Sydney,Sydney CBD,4,8,Very good,1
Lotus Stay Manly - Apartment 29C,Sydney,Manly,2,5.7,Review score,15
Lotus Stay Manly - Apartment 29B,Sydney,Manly,3.5,7.7,Good,87
STUNNING SYDNEY HOME 10,Sydney,Sydney CBD,3,7.9,Good,8
KOZYGURU AUBURN DESIGNED HOME 2 BED WITH FREE PARKING NAU017,Sydney,Sydney,2,6.7,Review score,11
Lotus Stay Manly - Apartment 31A,Sydney,Manly,,,,11
Lotus Stay Manly - Apartment 31B,Sydney,Manly,,,,14
Lotus Stay Manly - Apartment 31H,Sydney,Manly,,,,18
KM Studio at Bondi Junction,Sydney,Burwood,4,8.5,Very good,4
Tequila Sunrise Hostel Sydney,Sydney,Sydney CBD,,,,638
The Capsule Hotel,Sydney,Sydney CBD,4,6.9,Review score,"1,412"
Mad Monkey Potts Point,Sydney,Potts Point,3.5,7.1,Good,183
Mad Monkey Kings Cross,Sydney,Potts Point,,,,351
The Downing Hostel,Sydney,Sydney CBD,3,7.7,Good,129
"Secret Garden Backpackers, Sydney",Sydney,Surry Hills,4,7.4,Good,323
Space Q Capsule Hotel,Sydney,Sydney CBD,4,6.7,Review score,"2,005"
London Plane Backpackers,Sydney,Potts Point,,,,173
"Summer House Kings Cross, Sydney",Sydney,Woolloomooloo,4,6.7,Review score,607
Mad Monkey Bayswater,Sydney,Rushcutters Bay,2.5,6.8,Review score,243
Siesta Sydney,Sydney,Sydney CBD,,,,
Four Seasons Hotel Sydney,Sydney,Sydney CBD,5,9.1,Superb,
Central Studio Hotel Sydney,Sydney,Sydney CBD,4,7.8,Good,
Perouse Randwick by Sydney Lodges,Sydney,Randwick,3.5,8,Very good,
Royal Exhibition Hotel,Sydney,Surry Hills,3.5,7.4,Good,
"Holiday Inn Sydney Airport, an IHG Hotel",Sydney,Mascot,4,8.2,Very good,
Travelodge Hotel Hurstville Sydney,Sydney,Sydney,,,,
The Darling at The Star,Sydney,Pyrmont,5,9.3,Superb,
"Pier One Sydney Harbour, Autograph Collection",Sydney,Sydney CBD,5,8.7,Fabulous,
Royal Hotel Randwick,Sydney,Randwick,3,8.6,Fabulous,
Value Suites Green Square,Sydney,Green Square,3.5,8.1,Very good,
Avonmore On The Park Boutique Hotel,Sydney,Randwick,4,8.9,Fabulous,
Vibe Hotel Sydney,Sydney,Sydney CBD,4.5,8.1,Very good,
Quality Inn Sunshine Haberfield,Sydney,Sydney,4,8.4,Very good,
Dive Hotel,Sydney,Coogee,4,7.5,Good,
The Albert Mosman,Sydney,Mosman,4,8.8,Fabulous,
Little National Hotel Sydney,Sydney,Sydney CBD,5,9.2,Superb,
Sydney CBD darling harbour two bedroom apartment,Sydney,Sydney CBD,,,,
Little Coogee Hotel,Sydney,Coogee,3,8.2,Very good,
Mantra Hotel at Sydney Airport,Sydney,Mascot,4,7.9,Good,
The Langham Sydney,Sydney,Sydney CBD,5,9.1,Superb,
Granville Hotel,Sydney,Parramatta,3,6.7,Review score,
Hotel Ravesis,Sydney,Bondi,,,,
"Putney Studio, short drive to parklands & Olympic Park",Sydney,Ryde,4,8.5,Very good,
The Harbour,Sydney,Sydney CBD,,,,
SKYE Suites Green Square,Sydney,Green Square,,,,
Three Rooms Sydney,Sydney,Potts Point,3,7.8,Good,
Zara Tower â Luxury Suites and Apartments,Sydney,Sydney CBD,5,8.7,Fabulous,
Cocoâs Abode,Sydney,Surry Hills,,,,
Establishment Hotel,Sydney,Sydney CBD,5,8.4,Very good,
Sydney Central Backpackers,Sydney,Potts Point,3,4.4,Review score,
The Village Glebe,Sydney,Glebe,,,,
family home @ Eastwood,Sydney,Ryde,4,8,Very good,
Amazing waterside city view apartment in Rhodes,Sydney,Sydney,2,5.9,Review score,
Ultimo Terrace,Sydney,Sydney CBD,3,7.2,Good,
Vista Unit + Bamboo House Close to the City & Airport & Train station and Brighton Le Sands Beach,Sydney,Sydney,4,9.7,Exceptional,
EASTWOOD NOT DOUBLE BAY phone me or email before you book Wentworth House,Sydney,Double Bay,,,,
4 minutes to the beach ~ 5* Location with patio,Sydney,Bondi,,,,
"Comfortable Living - 3 Bedroom sleeps 6, parking, pool, other amenities - Near Showgrounds",Sydney,Sydney Olympic Park,,,,
Glorious 3 level sub-penthouse,Sydney,Sydney CBD,,,,
APX Darling Harbour,Sydney,Sydney CBD,4,6.4,Review score,
1 bedroom apartment in Paddington with beautiful view,Sydney,Paddington,,,,
Bondi Beach Ocean View Rooftop Pool,Sydney,Bondi,4,8.8,Fabulous,
KOZYGURU Sydney CBD Freshly 1 Bed Studio NHA653-310,Sydney,Sydney CBD,4,8,Very good,
Hump Backpackers,Sydney,Potts Point,,,,
The Village Broadway,Sydney,Chippendale,,,,
"Holiday Inn Express Toronto-North York, an IHG Hotel",Toronto,North York,3,7.8,Good,138
W Toronto,Toronto,Bloor-Yorkville,4,8.1,Very good,108
One King West Hotel and Residence,Toronto,Financial District,4,8.4,Very good,"10,947"
The Yorkville Royal Sonesta Hotel Toronto,Toronto,Bloor-Yorkville,4,8.6,Fabulous,"1,874"
The Novotel Toronto Centre,Toronto,Old Town Toronto,4,8.3,Very good,488
Peaceful Spacious 3 Bedroom Guest House in North York,Toronto,North York,,,,"2,261"
Radisson Blu Downtown Toronto,Toronto,The Harbourfront,4,8.2,Very good,"1,680"
Embassy Suites By Hilton Toronto Airport,Toronto,Etobicoke,4,8.5,Very good,"1,982"
Samesun Toronto,Toronto,Downtown Toronto,,,,774
The Parkdale Hostellerie,Toronto,Toronto,,,,411
"Holiday Inn Express & Suites - Toronto Airport South, an IHG Hotel",Toronto,Etobicoke,,,,"3,039"
Fairmont Royal York Hotel,Toronto,Financial District,5,8.3,Very good,252
Canopy By Hilton Toronto Yorkville,Toronto,Downtown Toronto,,,,"1,126"
Super 8 by Wyndham Toronto East ON,Toronto,Scarborough,2,5.7,Review score,"5,042"
The Palmerston,Toronto,Downtown Toronto,,,,571
DoubleTree by Hilton Toronto Downtown,Toronto,Downtown Toronto,4,7.6,Good,16
Cozy 5 Bedroom House in Downtown Toronto by GLOBALSTAY,Toronto,Downtown Toronto,4,7.9,Good,"6,080"
Chelsea Hotel Toronto,Toronto,Downtown Toronto,4,7.1,Good,"1,287"
"Holiday Inn Express Toronto Downtown, an IHG Hotel",Toronto,Old Town Toronto,3,8.1,Very good,934
Hilton Toronto,Toronto,Financial District,4,7.5,Good,148
STB-Double BED with Shared Washroom,Toronto,Scarborough,,,,13
Kensington Market House,Toronto,Chinatown,,,,"1,251"
Lilen's Home,Toronto,Scarborough,,,,88
Days Inn by Wyndham Toronto East Lakeview,Toronto,Scarborough,3,5.7,Review score,112
Hampton Inn by Hilton Toronto Airport Corporate Centre,Toronto,Toronto,4,8.2,Very good,108
Private Double Room with Shared Bathroom 536B,Toronto,Downtown Toronto,,,,"1,089"
"Holiday Inn Toronto International Airport, an IHG Hotel",Toronto,Etobicoke,4,7.3,Good,"1,742"
Best Western Plus Travel Hotel Toronto Airport,Toronto,Toronto,3,8.2,Very good,"1,594"
Dream Catcher Travel House,Toronto,Toronto,3,7.7,Good,320
1 Hotel Toronto,Toronto,Downtown Toronto,5,8.8,Fabulous,237
Hotel Ocho,Toronto,Chinatown,3,7.8,Good,689
Park Hyatt Toronto,Toronto,Bloor-Yorkville,5,9.2,Superb,128
Comfort Inn & Conference Centre Toronto Airport,Toronto,Etobicoke,3,6.1,Review score,"1,265"
Phoebe Wang,Toronto,Downtown Toronto,3,8.8,Fabulous,14
Sandman Signature Toronto Airport Hotel,Toronto,Etobicoke,4,7.7,Good,"1,454"
Cozy Downtown Private Rooms near AGO,Toronto,Downtown Toronto,,,,6
Stay Inn Hotel Toronto,Toronto,Etobicoke,2,8.6,Fabulous,"1,923"
Town Inn Suites Hotel,Toronto,The Village,3,7.7,Good,"3,997"
House In Scarborough,Toronto,Scarborough,,,,3
Novotel Toronto North York,Toronto,North York,3.5,7.5,Good,23
Two BR Two BR plus study Yorkville condo,Toronto,Bloor-Yorkville,4,8.1,Very good,14
Toronto Don Valley Hotel and Suites,Toronto,North York,3,6.4,Review score,"1,855"
The Westin Toronto Airport,Toronto,Etobicoke,4,7.8,Good,365
"Doubletree by Hilton Toronto Airport, ON",Toronto,Etobicoke,4,8.2,Very good,"2,783"
The SoHo Hotel,Toronto,Downtown Toronto,4,8.8,Fabulous,640
The Fairview,Toronto,The Harbourfront,4,6.7,Review score,30
Four Seasons Hotel Toronto at Yorkville,Toronto,Bloor-Yorkville,5,9,Superb,151
The Only Backpacker's Inn,Toronto,The Danforth,,,,846
3BR Stylish Triplex Apt - Near Trinity Bellwoods,Toronto,Downtown Toronto,4,8,Very good,2
Luxury 3BR Condo - Minutes From High Park,Toronto,Toronto,4,6.3,Review score,6
Hotel Victoria,Toronto,Financial District,3,5.9,Review score,54
"Holiday Inn Toronto Airport East, an IHG Hotel",Toronto,Etobicoke,3,7.4,Good,18
The Drake Hotel,Toronto,West Queen West,4,8.1,Very good,186
Comfort Home Toronto,Toronto,Scarborough,,,,142
The Willowdale Hotel Toronto North York,Toronto,North York,3,8,Very good,198
CN TOWER VIEWS 2BDRM Condo with Parking & office space,Toronto,Downtown Toronto,,,,487
Hotel X Toronto by Library Hotel Collection,Toronto,Toronto,5,8.8,Fabulous,"2,240"
"The Westin Harbour Castle, Toronto",Toronto,The Harbourfront,4,7.8,Good,873
Best Western Plus Toronto North York Hotel & Suites,Toronto,North York,4,6.7,Review score,"1,556"
"InterContinental Toronto Centre, an IHG Hotel",Toronto,Downtown Toronto,4,8.4,Very good,3
