Hotel Name,City,Location,StarRating,ReviewScore,Rating,ReviewCount
Top Hotel at Platinum KLCC Bukit Bintang,Kuala Lumpur,Kuala Lumpur City-Centre,5,4.3,Review score,3
Suite Dreamz Hotel,Kuala Lumpur,Kuala Lumpur,2,6.5,Review score,81
M101 dang wangi Kuala Lumpur,Kuala Lumpur,Chow Kit,4,6,Review score,3
1 Hotel Kuchai Lama,Kuala Lumpur,Mid Valley,3,4.7,Review score,60
Festival Boutique Hotel - Damai Complex,Kuala Lumpur,Kuala Lumpur,,,,112
OYO 805 Hotel Run Star,Kuala Lumpur,Chow Kit,2,5.6,Review score,212
"Furama Bukit Bintang, Kuala Lumpur",Kuala Lumpur,Bukit Bintang,,,,329
Eko Cheras By Sleepy Bear,Kuala Lumpur,Kuala Lumpur,4,10,Exceptional,1
The Kuala Lumpur Journal Hotel,Kuala Lumpur,Bukit Bintang,4,8.3,Very good,"2,123"
STAR RESIDENCE KLCC,Kuala Lumpur,Kuala Lumpur City-Centre,,,,9
"Lavana Hotel, Chinatown",Kuala Lumpur,Kuala Lumpur,2,6.8,Review score,184
Signature Hotel KL Sentral,Kuala Lumpur,Brickfields,,,,8
LUXE Residences by WSD,Kuala Lumpur,Chow Kit,,,,1
EXPRESSIONZ by GSuites,Kuala Lumpur,Kuala Lumpur,3,7,Good,1
Continew Residensi by Airhost,Kuala Lumpur,Pudu,3,8.4,Very good,7
Vale Pine Dorsett Residences Bukit Bintang,Kuala Lumpur,Bukit Bintang,3,6.8,Review score,70
Arte Plus Jalan Ampang by Airhost,Kuala Lumpur,Ampang,3,7.2,Good,64
Boulevard Service Apartment KL by Airhost,Kuala Lumpur,Kuala Lumpur,3,7.3,Good,65
Parkview Suites KLCC by Airhost,Kuala Lumpur,Kuala Lumpur City-Centre,3,8,Very good,7
Studio with balcony,Kuala Lumpur,Chow Kit,3,9,Superb,2
The St. Regis Kuala Lumpur,Kuala Lumpur,KL Sentral Train Station,5,8.9,Fabulous,511
Star Suites KLCC,Kuala Lumpur,Kuala Lumpur City-Centre,5,8.6,Fabulous,391
Hotel Tang City,Kuala Lumpur,Kuala Lumpur,,,,26
Klcc suites at star - 2 bedroom,Kuala Lumpur,Kuala Lumpur City-Centre,,,,14
Sassana Hotel,Kuala Lumpur,Kuala Lumpur,2,6.2,Review score,154
Hotel Check-In,Kuala Lumpur,Brickfields,2,6.9,Review score,66
Cozy Hotel@ KL Sentral,Kuala Lumpur,Brickfields,2,6.8,Review score,119
OYO 90572 J Hotel Masjid India,Kuala Lumpur,Kuala Lumpur City-Centre,2,6.8,Review score,94
Hotel Seniman,Kuala Lumpur,Kuala Lumpur,2,6.9,Review score,36
Bluemoon Boutique Hotel,Kuala Lumpur,Sri Hartamas,2,6.9,Review score,88
Bukit Bintang Apartment by Sarah's Lodge @ Fahrenheit88,Kuala Lumpur,Bukit Bintang,,,,100
1 Hotel Mahkota Cheras,Kuala Lumpur,Kuala Lumpur,,,,33
City Inn Hotel,Kuala Lumpur,Kuala Lumpur,,,,75
Fumah Hotel Jalan Kuching,Kuala Lumpur,Kuala Lumpur,2,4.9,Review score,34
Smile Hotel Cheras Pudu KL,Kuala Lumpur,Pudu,2,6.7,Review score,82
SohoTown Hotel,Kuala Lumpur,Kuala Lumpur,,,,21
Royal suite Hotel,Kuala Lumpur,Bukit Bintang,,,,5
2 Bedroom Bestsuites2,Kuala Lumpur,Kuala Lumpur City-Centre,,,,2
Tallhouse Apartment Hotel,Kuala Lumpur,Kuala Lumpur,,,,2
Pavilion Embassy KLCC by Kimiro,Kuala Lumpur,Kuala Lumpur City-Centre,,,,3
SS Rainbow Hotel,Kuala Lumpur,Bukit Bintang,,,,3
Axon Residence at Pavilion KLCC KL Tower view by KIMIRO,Kuala Lumpur,Bukit Bintang,,,,3
Red Velvet Inn Bukit Bintang,Kuala Lumpur,Bukit Bintang,2,7,Good,17
Oneiro Bukit Ceylon,Kuala Lumpur,Bukit Bintang,4,7,Good,1
M Vertica Residences by Cozy KL Homes,Kuala Lumpur,Pudu,,,,3
Crest Residence Klcc Bukit Bintang by Sarah's Lodge,Kuala Lumpur,Kuala Lumpur City-Centre,4,7.4,Good,21
Una Residence by Alia,Kuala Lumpur,Pudu,,,,10
OYO 90733 Parkway Inn Hotel,Kuala Lumpur,Kuala Lumpur,2,5.3,Review score,28
OYO 90732 New Hotel 33,Kuala Lumpur,Kuala Lumpur,2,3.2,Review score,25
U7 P Hotel,Kuala Lumpur,Kuala Lumpur,3,3,Review score,1
Scarletz Suites KLCC by Rainbow Tree,Kuala Lumpur,Kuala Lumpur City-Centre,4,8.5,Very good,12
My Pace Hotel Bukit Bintang,Kuala Lumpur,Bukit Bintang,,,,10
Eaton KLCC Kuala Lumpur,Kuala Lumpur,Kuala Lumpur City-Centre,,,,3
KLCC Penthouse,Kuala Lumpur,Kuala Lumpur City-Centre,4,8,Very good,2
KL City Centre Grabstay by Kay's,Kuala Lumpur,Kuala Lumpur City-Centre,4,1,Review score,1
Luxurious Apartment 3 Mins from KLCC Petronas view,Kuala Lumpur,Kuala Lumpur City-Centre,4,7.2,Good,30
The Eaton Residences by Times 8,Kuala Lumpur,Kuala Lumpur City-Centre,4,8.7,Fabulous,27
Ceylonz Suites KLCC View,Kuala Lumpur,Bukit Bintang,3,8.5,Very good,5
KLCC View Grand Studio Suites ceylonz,Kuala Lumpur,Bukit Bintang,3,7.4,Good,3
Bangsar South Apartment by Sarah's Lodge @ SouthLink Lifestyle Apartment,Kuala Lumpur,Bangsar South,3,7.5,Good,282
STEG Kuala Lumpur,Kuala Lumpur,Chow Kit,4,8.4,Very good,36
Hotel Nana's Inn,Kuala Lumpur,Bukit Bintang,2,4.3,Review score,43
VORTEX KLCC Premium Service Suites,Kuala Lumpur,Kuala Lumpur City-Centre,,,,51
Capital O 90406 Mirani Hotel,Kuala Lumpur,Kuala Lumpur,3,6.8,Review score,48
Koptown EDC Hotel Kuala Lumpur,Kuala Lumpur,Chow Kit,3,6.9,Review score,282
Aishiteru Homestay,Kuala Lumpur,Kuala Lumpur,,,,4
BEEZ Hotel Kuala Lumpur,Kuala Lumpur,Ampang,,,,109
OYO 90160 Kl City Lodge,Kuala Lumpur,Bukit Bintang,,,,112
JW Marriott Kuala Lumpur,Kuala Lumpur,Bukit Bintang,5,8.6,Fabulous,
Palace Hotel,Kuala Lumpur,Golden Triangle,2,6.9,Review score,
"Holiday Inn Express Kuala Lumpur City Centre, an IHG Hotel",Kuala Lumpur,Kuala Lumpur City-Centre,3,7.8,Good,
Rain Forest Hotel,Kuala Lumpur,Kuala Lumpur,2,7.7,Good,
CORMAR SUITES SUPER KING BED STUDIO walking distance to Petronas Twin Tower,Kuala Lumpur,Kuala Lumpur City-Centre,,,,
Double M Hotel @ Kl Sentral,Kuala Lumpur,Brickfields,2,7.3,Good,
Uptown Chinatown,Kuala Lumpur,Kuala Lumpur,,,,
MOV Hotel Kuala Lumpur,Kuala Lumpur,Bukit Bintang,4,8,Very good,
"Santa Grand Classic Kuala Lumpur, Chinatown",Kuala Lumpur,Kuala Lumpur,3,8.2,Very good,
Hyatt Place Kuala Lumpur Bukit Jalil,Kuala Lumpur,Kuala Lumpur,,,,
Grand Hyatt Kuala Lumpur,Kuala Lumpur,Kuala Lumpur City-Centre,5,8.9,Fabulous,
Sheraton Imperial Kuala Lumpur Hotel,Kuala Lumpur,Chow Kit,5,8.4,Very good,
Oakwood Hotel and Residence Kuala Lumpur,Kuala Lumpur,Kuala Lumpur City-Centre,4,8.3,Very good,
Travelodge Chinatown Kuala Lumpur,Kuala Lumpur,Kuala Lumpur,4,7.8,Good,
Indie Hotel Kuala Lumpur,Kuala Lumpur,Bukit Bintang,4,8.5,Very good,
Corus Hotel Kuala Lumpur,Kuala Lumpur,Kuala Lumpur City-Centre,4,7.6,Good,
Vivatel Kuala Lumpur,Kuala Lumpur,Pudu,4,7.9,Good,
Millerz Square by Mykey Global,Kuala Lumpur,Mid Valley,5,9.1,Superb,
Ibis Styles Kuala Lumpur Fraser Business Park,Kuala Lumpur,Pudu,3,7.7,Good,
Hotel Royal Kuala Lumpur,Kuala Lumpur,Bukit Bintang,4,7.7,Good,
E&O Residences Kuala Lumpur,Kuala Lumpur,Kuala Lumpur City-Centre,5,7.8,Good,
AnCasa Hotel Kuala Lumpur by Ancasa Hotels & Resorts,Kuala Lumpur,Kuala Lumpur,4,8.1,Very good,
Cititel Mid Valley,Kuala Lumpur,Mid Valley,3,7.8,Good,
Dua Sentral KL by Five Senses,Kuala Lumpur,Kuala Lumpur,4,7.5,Good,
Hotel AL Amin,Kuala Lumpur,Golden Triangle,2,6.4,Review score,
Anggun KLCC Kuala Lumpur by Homesphere,Kuala Lumpur,Chow Kit,5,8.2,Very good,
Millerz Square Mana-Mana Suite,Kuala Lumpur,Mid Valley,4,8.8,Fabulous,
Hotel Maluri,Kuala Lumpur,Ampang,3,7.8,Good,
Seeds Hotel Ampang Point,Kuala Lumpur,Ampang,1,7.7,Good,
East Riverine Boutique Hotel,Kuala Lumpur,Chow Kit,3,7.6,Good,
EkoCheras Suite by MOKA,Kuala Lumpur,Kuala Lumpur,,,,
7Stonez Platinum Residence KLCC,Kuala Lumpur,Kuala Lumpur City-Centre,3,7.5,Good,
TRILLION SUITES by SLG,Kuala Lumpur,Kuala Lumpur City-Centre,4,8.4,Very good,
Mercu Summer Suites Bernice KLCC,Kuala Lumpur,Kuala Lumpur City-Centre,,,,
Sofitel Kuala Lumpur Damansara,Kuala Lumpur,Kuala Lumpur,5,8.6,Fabulous,
Crystal Garden Hotel (Tasik Selatan),Kuala Lumpur,Kuala Lumpur,1,7.4,Good,
V Hotel Kuala Lumpur,Kuala Lumpur,Kuala Lumpur,3,6.6,Review score,
Hotel Majestic 13,Kuala Lumpur,Pudu,,,,
Fairfield by Marriott Kuala Lumpur Jalan Pahang,Kuala Lumpur,Kuala Lumpur,4,8.5,Very good,
Smile Hotel Danau Kota,Kuala Lumpur,Kuala Lumpur,2,7.4,Good,
Micasa All Suites Hotel,Kuala Lumpur,Kuala Lumpur City-Centre,5,8.5,Very good,
W Kuala Lumpur Hotel,Kuala Lumpur,Kuala Lumpur City-Centre,5,8.8,Fabulous,
Wyndham Grand Bangsar Kuala Lumpur - Formerly Pullman Kuala Lumpur Bangsar,Kuala Lumpur,Mid Valley,5,8,Very good,
Hotel City Bukit Bintang,Kuala Lumpur,Bukit Bintang,,,,
OYO 89562 Hotel Shalimar,Kuala Lumpur,Chow Kit,2,4,Review score,
Tai Ichi Hotel Kuala Lumpur,Kuala Lumpur,Bukit Bintang,2,6.6,Review score,
Homestay Studio near KLCC by SWITZHOME,Kuala Lumpur,Kuala Lumpur City-Centre,4,10,Exceptional,
Welcome Home @Reizz Residence,Kuala Lumpur,Ampang,,,,
Millerz Square Suite By Mana-Mana,Kuala Lumpur,Mid Valley,4,7.7,Good,
"Family-Friendly 2BR Apartment , Cozy Room near MITEC Malaysia , Arte Mont Kiara",Kuala Lumpur,Kuala Lumpur,4,9.2,Superb,
"Romantic Log Cabin - walk to KL Tower, KLCC, Bukit Bintang",Kuala Lumpur,Bukit Bintang,,,,
Vsuite 2 bedroom,Kuala Lumpur,Chow Kit,,,,
THE STARION HOTEL BUKIT BINTANG,Kuala Lumpur,Bukit Bintang,2,3,Review score,
Magnum Hometel,Kuala Lumpur,Pudu,,,,
L NEW Suite - Condohotel Millerz Square - 2px,Kuala Lumpur,Mid Valley,4,9.3,Superb,
"R NEW Suite - Millerz Square - OKR, Mid Valley, Bukit Jalil",Kuala Lumpur,Mid Valley,4,9.3,Superb,
Prime Suite at Ampang - Individual Private Rooms,Kuala Lumpur,Ampang,,,,
Eaton Suites KLCC by QC,Kuala Lumpur,Kuala Lumpur City-Centre,4,9,Superb,
SPOT ON 90500 Sri Rampai Metro Hostel,Kuala Lumpur,Kuala Lumpur,2,5.7,Review score,
Rae Hotel Bukit Bintang,Kuala Lumpur,Bukit Bintang,2,6.9,Review score,
"Shoppingmall condo sri petaling, Near Bukit jalil 1",Kuala Lumpur,Kuala Lumpur,4,8.3,Very good,
YY318 Hotel Bukit Bintang,Kuala Lumpur,Bukit Bintang,,,,
Prescott Ace Kuala Lumpur Cheras,Kuala Lumpur,Kuala Lumpur,,,,
My Hotel @ Sentral,Kuala Lumpur,Brickfields,,,,
Lacomme Inn,Kuala Lumpur,Bukit Bintang,,,,
"Fahrenheit Suites Bukit Bintang, Kuala Lumpur",Kuala Lumpur,Bukit Bintang,,,,
Grand Pacific Hotel,Kuala Lumpur,Kuala Lumpur,,,,
Holiday Place Kuala Lumpur,Kuala Lumpur,Kuala Lumpur City-Centre,,,,
TANGERINE ORIENTAL HOTEL,Kuala Lumpur,Kuala Lumpur,,,,
Stayin Hotel - Metro Pudu - Malaysia,Kuala Lumpur,Pudu,,,,
K Hotel Kensington,London,Kensington and Chelsea,4,7.7,Good,"2,267"
DoubleTree by Hilton London â West End,London,Camden,4,7.1,Good,"2,709"
Earls Court Garden Hotel,London,Kensington and Chelsea,2,4.1,Review score,"2,108"
Zedwell Underground Tottenham Court Rd,London,Camden,3,6.4,Review score,"1,026"
"Maldron Hotel Finsbury Park, London",London,Islington,4,8.5,Very good,268
THE KNIGHT OF NOTTINGHILL,London,Kensington and Chelsea,,,,"6,389"
"Holiday Inn Express London Greenwich, an IHG Hotel",London,Greenwich,3,7.8,Good,"2,352"
Hilton London Olympia,London,Kensington and Chelsea,4,7,Good,"5,590"
"Radisson Blu Edwardian New Providence Wharf Hotel, London",London,Tower Hamlets,4,8.8,Fabulous,"4,080"
"The May Fair, A Radisson Collection Hotel, Mayfair London",London,Westminster Borough,5,8.1,Very good,240
Homefield Lodge,London,Brent,2,8.1,Very good,"2,606"
"Radisson Blu Edwardian Vanderbilt Hotel, London",London,Kensington and Chelsea,4,7.7,Good,"4,349"
One Hundred Shoreditch,London,Hackney,5,8.7,Fabulous,"2,753"
Courtyard by Marriott London City Airport,London,Newham,4,8.5,Very good,"3,933"
Aloft London Excel,London,Newham,4,8.3,Very good,"3,455"
Hilton London Kensington Hotel,London,Kensington and Chelsea,4,6.9,Review score,"18,332"
The Piccadilly London West End,London,Westminster Borough,5,8,Very good,"2,776"
The Tower Hotel,London,Tower Hamlets,4,7.8,Good,"4,916"
Park Grand London Kensington,London,Kensington and Chelsea,4,8,Very good,"3,954"
Hotel 55,London,Ealing,4,8,Very good,270
Rubens At The Palace,London,Westminster Borough,5,8.6,Fabulous,"2,851"
Argo Hotel - Kings Cross,London,Camden,3,7.9,Good,"8,492"
Zedwell Greenwich,London,Greenwich,,,,
Royal Lancaster London,London,Westminster Borough,5,9,Superb,"5,107"
Heeton Concept Hotel â Luma Hammersmith,London,Hammersmith and Fulham,4,7.8,Good,"3,692"
ibis London Earls Court,London,Hammersmith and Fulham,3,7.4,Good,"6,380"
DoubleTree By Hilton London Excel,London,Newham,4,7.9,Good,"2,770"
DoubleTree by Hilton London â Docklands Riverside,London,Southwark,4,7.9,Good,"5,909"
Leonardo Royal London St Paulâs,London,City of London,4,8.5,Very good,
Tavistock Hotel,London,Camden,3,7.5,Good,"2,335"
Moxy London Excel,London,Newham,4,8.2,Very good,"2,995"
NOX Waterloo,London,Lambeth,4,8.2,Very good,"7,270"
Ivy House Hotel,London,Westminster Borough,3,6.2,Review score,88
The Chilworth London Paddington,London,Westminster Borough,5,7.6,Good,"7,574"
"Inhabit, Southwick Street",London,Westminster Borough,4,8,Very good,"5,070"
Sun Street Hotel Shoreditch,London,Hackney,5,8.9,Fabulous,455
The Nayland Hotel,London,Westminster Borough,3,7,Good,"1,878"
The Dilly,London,Westminster Borough,5,8,Very good,"3,012"
DoubleTree by Hilton Hotel London - Tower of London,London,City of London,4,7.6,Good,"11,137"
Hampton By Hilton London City,London,Tower Hamlets,4,8.5,Very good,608
citizenM London Shoreditch,London,Hackney,4,8.7,Fabulous,
London Hilton on Park Lane,London,Westminster Borough,5,7.8,Good,"1,370"
London Lodge Hotel,London,Kensington and Chelsea,3,8.1,Very good,891
"Crowne Plaza London - Docklands, an IHG Hotel",London,Newham,4,7.9,Good,"3,817"
ibis London Greenwich,London,Greenwich,3,7.4,Good,"1,388"
Fitzrovia Hotel,London,Westminster Borough,4,7.8,Good,"3,389"
Park Avenue Bayswater Inn Hyde Park,London,Westminster Borough,4,7.3,Good,"2,528"
Chelsea House Hotel - B&B,London,Kensington and Chelsea,2,7.6,Good,"2,438"
"Holiday Inn Express London Chingford, an IHG Hotel",London,Walthamstow,3,7.1,Good,"2,673"
Goodwood Hotel,London,Camden,2,5.1,Review score,"1,744"
ibis London Stratford,London,Newham,3,7.8,Good,"2,673"
ME London by Melia,London,Westminster Borough,5,8.5,Very good,"1,537"
"Radisson Blu Edwardian Hampshire Hotel, London",London,Westminster Borough,5,8.4,Very good,"3,527"
Langham Court Hotel,London,Westminster Borough,4,7.1,Good,
Hotel Saint London,London,City of London,4,8.4,Very good,"1,792"
City Continental London Kensington,London,Kensington and Chelsea,3,9,Superb,1
39 Studios,London,Westminster Borough,4,7.5,Good,"2,150"
The Beaufort,London,Kensington and Chelsea,4,7.3,Good,"1,676"
The Cavendish London,London,Westminster Borough,4,8.1,Very good,"2,545"
Montcalm Royal London House-City of London,London,Islington,5,8.3,Very good,"9,159"
"100 Queenâs Gate Hotel London, Curio Collection by Hilton",London,Kensington and Chelsea,5,7.8,Good,"2,876"
"London Chigwell Prince Regent Hotel, BW Signature Collection",London,London,4,6.7,Review score,"1,417"
The Lodge Hotel - Putney,London,Wandsworth,4,8.5,Very good,"2,225"
Green Rooms,London,London,,,,"2,168"
Britannia International Hotel Canary Wharf,London,Tower Hamlets,4,5.7,Review score,"17,482"
Royal Park Hotel,London,Westminster Borough,3,7,Good,"2,545"
"Radisson Blu Edwardian Bloomsbury Street Hotel, London",London,Camden,4,8.4,Very good,
Central Hoxton Shoreditch,London,Hackney,3,7.4,Good,"2,485"
Copthorne Tara Hotel London Kensington,London,Kensington and Chelsea,4,6.9,Review score,"9,693"
ibis London Shepherds Bush - Hammersmith,London,Hammersmith and Fulham,3,7.9,Good,"2,004"
Woodman Pub,London,London,3,8.5,Very good,94
Hyatt Regency London Stratford,London,Newham,4,8.3,Very good,"2,323"
NOX Belsize Park,London,Camden,3,7.2,Good,"2,104"
Strand Palace Hotel,London,Westminster Borough,4,8.1,Very good,"12,039"
"Holiday Inn Express London - ExCel, an IHG Hotel",London,Newham,3,8.1,Very good,"4,732"
Doubletree By Hilton London - Greenwich,London,Greenwich,4,8.2,Very good,"2,694"
Boutique Ensuite Room like hotel,London,Wandsworth,3,7.1,Good,33
"Holiday Inn London Kensington High St., an IHG Hotel",London,Kensington and Chelsea,4,7.1,Good,"8,807"
St Johns Boutique Hotel,London,Westminster Borough,,,,352
The Grand at Trafalgar Square,London,Westminster Borough,4,8.1,Very good,"3,889"
Moxy London Stratford,London,Newham,4,8.2,Very good,"4,098"
The Londoner,London,Westminster Borough,5,9,Superb,"3,588"
"Shangri-La The Shard, London",London,Southwark,5,9,Superb,"3,226"
The Z Hotel Trafalgar,London,Westminster Borough,,,,"11,452"
L'oscar London,London,Camden,5,9.3,Superb,273
ibis London City - Shoreditch,London,Tower Hamlets,3,7.9,Good,"5,942"
ibis Styles London Gloucester Road,London,Kensington and Chelsea,3,7.9,Good,"2,949"
Absolute Pleasure Yacht,London,Tower Hamlets,,,,47
Ember Locke,London,Kensington and Chelsea,4,8.9,Fabulous,85
York & Albany,London,Camden,,,,378
The Queens Gate Hotel,London,Kensington and Chelsea,4,8.3,Very good,"2,039"
Merit Kensington Hotel,London,Kensington and Chelsea,4,8.1,Very good,"4,879"
The Barbican Rooms,London,Islington,5,7.5,Good,"3,649"
"The Hoxton, Shepherds Bush",London,Hammersmith and Fulham,4,8.7,Fabulous,960
The Montcalm At Brewery London City,London,City of London,5,6.9,Review score,"3,901"
Best Western Swiss Cottage Hotel,London,Camden,3,7.9,Good,"1,948"
Dorsett Shepherds Bush London,London,Hammersmith and Fulham,4,7.8,Good,"4,256"
Nobu Hotel London Portman Square,London,Westminster Borough,5,8.6,Fabulous,"1,414"
Hampton by Hilton London Park Royal,London,Ealing,4,8.1,Very good,"3,355"
41,London,Westminster Borough,5,9.7,Exceptional,986
Hyde Park Executive Apartments,London,Westminster Borough,4,6.4,Review score,"2,318"
Milestone Hotel Kensington,London,Kensington and Chelsea,5,9.4,Superb,788
The Cumberland,London,Westminster Borough,4,8.1,Very good,881
The Chesterfield Mayfair,London,Westminster Borough,4,8.9,Fabulous,"2,927"
Wilde Aparthotels by Staycity Covent Garden,London,Westminster Borough,4,9,Superb,"3,631"
Cromwell International Hotel,London,Kensington and Chelsea,3,4.6,Review score,"5,800"
Zedwell Piccadilly Circus,London,Westminster Borough,,,,"28,066"
The Grand M London city,London,Tower Hamlets,,,,245
"Hotel Indigo London Hyde Park Paddington, an IHG Hotel",London,Westminster Borough,4,7.5,Good,672
NOX Edgware Road,London,Westminster Borough,4,8,Very good,"1,663"
Strathmore Hotel,London,Kensington and Chelsea,4,7.5,Good,"2,454"
Grand Royale London Hyde Park,London,Westminster Borough,4,6.9,Review score,"7,129"
Central Studio Like a Hotel Room,London,Islington,3,7.1,Good,51
Sidney Hotel London-Victoria,London,Westminster Borough,3,7.8,Good,"10,522"
ibis London Docklands Canary Wharf,London,Tower Hamlets,3,7.8,Good,"3,588"
Hilton London Metropole,London,Westminster Borough,4,7.5,Good,"2,596"
Alhambra Hotel,London,Camden,2,7.6,Good,"3,032"
ibis London Canning Town,London,Newham,3,8.8,Fabulous,"4,806"
Belmont Hotel,London,Westminster Borough,3,6,Review score,933
Notting Hill Gate Hotel,London,Kensington and Chelsea,3,6.8,Review score,"1,802"
New Linden Hotel,London,Kensington and Chelsea,4,6.3,Review score,"1,924"
Citadines Barbican London,London,Islington,4,8.2,Very good,"1,917"
"The Pond House, Ensuite Rooms - East London Short Let's",London,Hackney,4,9.8,Exceptional,41
Royal National Hotel,London,Camden,3,7.2,Good,"2,404"
The Captain Cook,London,Hammersmith and Fulham,3,8.5,Very good,603
198 Studios,London,Camden,3,8.1,Very good,683
Pestana Chelsea Bridge Hotel,London,Wandsworth,4,8.2,Very good,"3,805"
Comfort Inn Hyde Park,London,Westminster Borough,3,6.3,Review score,"1,804"
Ruby Zoe Hotel London,London,Kensington and Chelsea,,,,245
The Mandeville Hotel,London,Westminster Borough,4,8.1,Very good,"3,038"
Blackbird,London,Kensington and Chelsea,4,9.3,Superb,"1,190"
Seraphine Hammersmith Hotel,London,Hammersmith and Fulham,4,7.8,Good,"1,421"
Lansbury Heritage Hotel,London,Tower Hamlets,4,8.8,Fabulous,"1,920"
easyHotel Victoria,London,Westminster Borough,2,5.6,Review score,"4,346"
Commodore Hotel,London,Westminster Borough,3,7.6,Good,"2,571"
"Holiday Inn Express London-Hammersmith, an IHG Hotel",London,Hammersmith and Fulham,3,8,Very good,"6,055"
DoubleTree by Hilton London Victoria,London,Westminster Borough,4,7.7,Good,"2,974"
Elmwood Hotel,London,Camden,2,5.9,Review score,"1,808"
Grange Clarendon Hotel,London,Camden,4,7,Good,"1,834"
1 Craven Hill Gardens,London,Westminster Borough,4,8.1,Very good,"3,431"
The Z Hotel Victoria,London,Westminster Borough,,,,"7,557"
ABC Hyde Park Hotel,London,Westminster Borough,3,6.4,Review score,"1,199"
Columbus Hotel,London,Westminster Borough,2,7.2,Good,882
Snoozebox Olympic Park,London,Newham,,,,"6,594"
Four Stars Hotel,London,Westminster Borough,2,5.1,Review score,"1,018"
Park Plaza London Riverbank,London,Lambeth,4,8.1,Very good,"10,765"
The Columbia,London,Westminster Borough,3,7.2,Good,"3,476"
Paddington Court Executive Rooms,London,Westminster Borough,4,7.2,Good,"2,568"
Park Grand Paddington Court,London,Westminster Borough,4,6.9,Review score,"5,460"
Apex Temple Court Hotel,London,City of London,4,8.9,Fabulous,"3,346"
Wedgewood Hotel,London,Westminster Borough,2,5.7,Review score,"2,246"
DoubleTree by Hilton London Ealing,London,Ealing,4,7.7,Good,"1,799"
The Distillery,London,Kensington and Chelsea,,,,210
Hotel Shepherds Bush London,London,Hammersmith and Fulham,4,8.1,Very good,"2,082"
Millennium & Copthorne Hotels at Chelsea Football Club,London,Hammersmith and Fulham,4,7.8,Good,"4,684"
Notting Hill House,London,Kensington and Chelsea,3,7.8,Good,52
Hilton London Euston,London,Camden,4,7.1,Good,"1,969"
Hampton By Hilton London Docklands,London,Newham,3,8.3,Very good,"5,134"
Twenty Nevern Square Hotel,London,Kensington and Chelsea,4,7.9,Good,"1,975"
"Crowne Plaza London Kings Cross, an IHG Hotel",London,Islington,4,7.6,Good,"3,510"
The Belgrove Hotel,London,Camden,,,,"3,269"
Flexistay Norbury Aparthotel,London,London,3,6.9,Review score,371
Stanley House Hotel,London,Westminster Borough,2,6.2,Review score,"1,501"
OYO Vegas Hotel,London,Westminster Borough,3,5.7,Review score,"1,442"
Marble Arch Inn,London,Westminster Borough,2,7,Good,"1,985"
ibis London Excel-Docklands,London,Newham,3,7.8,Good,"2,907"
The Belgrave Hotel,London,Westminster Borough,4,8.6,Fabulous,"4,615"
"Holiday Inn Express Southwark, an IHG Hotel",London,Southwark,3,8.2,Very good,"4,090"
NOX Hyde Park,London,Westminster Borough,4,7,Good,"3,098"
Clayton Hotel Chiswick,London,Chiswick,4,8.4,Very good,"3,967"
The Z Hotel Gloucester Place,London,Westminster Borough,,,,"5,164"
NOX Paddington,London,Westminster Borough,4,6.9,Review score,"1,816"
New Road Hotel,London,Tower Hamlets,4,8,Very good,"2,834"
Hilton London Bankside,London,Southwark,5,8.9,Fabulous,"2,708"
Oxford Hotel,London,Kensington and Chelsea,3,8.2,Very good,"1,542"
Brick Lane Hotel,London,Tower Hamlets,,,,981
Hilton London Paddington,London,Westminster Borough,4,7.3,Good,"3,342"
"Huttons Hotel, Victoria London",London,Westminster Borough,3,6.9,Review score,887
DoubleTree by Hilton London - Hyde Park,London,Kensington and Chelsea,4,7.6,Good,"2,274"
Millennium Gloucester Hotel London,London,Kensington and Chelsea,4,7.3,Good,"11,264"
London House Hotel,London,Westminster Borough,3,7.6,Good,"1,933"
NOX Golders Green,London,Golders Green,4,8.2,Very good,"2,074"
"Holiday Inn London - Regent's Park, an IHG Hotel",London,Westminster Borough,4,7.9,Good,"4,460"
The Royale Chulan Hyde Park Hotel,London,Westminster Borough,3,7.4,Good,"2,122"
146 Studios,London,Westminster Borough,4,7.5,Good,"2,180"
"Radisson Blu Edwardian Kenilworth Hotel, London",London,Camden,4,7.9,Good,"4,326"
H10 London Waterloo,London,Southwark,4,8.4,Very good,"5,268"
The Z Hotel Soho,London,Westminster Borough,,,,"6,372"
OYO Somerset Hotel Baker Street London,London,Westminster Borough,2,4.8,Review score,168
Star Hotel,London,Hammersmith and Fulham,3,8.5,Very good,"1,120"
1 Hotel Mayfair,London,Westminster Borough,5,9,Superb,40
Garden View Hotel,London,Kensington and Chelsea,3,6.4,Review score,"1,728"
Prince Regent Hotel Excel London,London,Newham,,,,"1,437"
The Brent Hotel - London - Wembley and Harrow,London,Brent,3,7.9,Good,189
The Pig and Whistle,London,Mortlake,,,,169
Roseate House London,London,Westminster Borough,5,8.5,Very good,"1,193"
ibis London Blackfriars,London,Southwark,3,7.9,Good,"5,268"
The Ampersand Hotel,London,Kensington and Chelsea,5,8.9,Fabulous,"2,514"
Arch hotel,London,Kensington and Chelsea,3,5.5,Review score,28
DoubleTree by Hilton Hotel London - Marble Arch,London,Westminster Borough,4,7.3,Good,650
Glendale Hyde Park Hotel,London,Westminster Borough,3,6.3,Review score,936
Euston Square Hotel,London,Camden,3,7.6,Good,"3,515"
The Princess Victoria,London,Hammersmith and Fulham,,,,515
