Hotel Name,freewifi,familyrooms,nonsmokingrooms,restaurant,bar,heating,lift,Cuisine1,Cuisine2,Cuisine3
Coogee Bay Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Vegetarian,N/A
Novotel Sydney Central,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Continental,N/A
Greenacre Hotel,Yes,Yes,Yes,Yes,Yes,No,Yes,Asian,Full English/Irish,N/A
Rendezvous Hotel Sydney The Rocks,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Vegetarian,Full English/Irish
Mad Monkey Downtown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Ameican,Continental
Quest St Leonards,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,N/A,N/A
"Parkside 1 bedroom home, Whisper quiet",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,Full English/Irish,Continental
"PARKROYAL Darling Harbour, Sydney",Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Continental,N/A
Meriton Suites North Ryde,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Ameican,Full English/Irish
Coogee Bay Boutique Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Continental
Nesuto Parramatta,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Asian,Vegan
Veriu Camperdown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Full English/Irish,Continental
The Resch House,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Continental,N/A
Adina Apartment Hotel Bondi Beach Sydney,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Full English/Irish,American
Wynyard Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Continental,N/A
Veriu Broadway,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Vegan,N/A
Spicers Potts Point,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,N/A,Full English/Irish
Bondi accomodation,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,Asian,Continental
Watsons Bay Boutique Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Vegetarian,N/A
Blues Point Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Continental,Continental
Hotel St Leonards,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,N/A
Savoy Double Bay Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Full English/Irish,Full English/Irish
Pyrmont Town House,Yes,Yes,Yes,Yes,No,Yes,Yes,Asian,Continental,Continental
Kirketon Hotel Sydney,Yes,Yes,Yes,Yes,No,Yes,Yes,Asian,Ameican,Vegan
Stoke Beach House,Yes,Yes,Yes,Yes,No,No,Yes,Local,Continental,Continental
Southern Cross Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Asian,N/A
Kith Hotel Darling Harbour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Full English/Irish,Full English/Irish
Lovely Studio apartments in Strathfield CBD,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Continental,Continental
Rydges Parramatta,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,N/A,Vegan
Quest Manly,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,N/A,Continental
Transcending Views,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,Vegan,N/A
Coogee Beach House,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Continental,American
Macquarie university and Metro nearby,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,N/A,N/A
Bondi Beach House,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Vegetarian,N/A
Marco Polo Motor Inn Sydney,Yes,Yes,Yes,Yes,No,Yes,Yes,American,Continental,Full English/Irish
Highfield Private Hotel,Yes,Yes,Yes,Yes,No,Yes,Yes,Asian,Full English/Irish,Continental
Nesuto Woolloomooloo,Yes,Yes,Yes,Yes,No,Yes,Yes,Asian,Vegetarian,N/A
Terminus Hotel Pyrmont,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Ameican,Continental
Mantra Chatswood,Yes,Yes,Yes,Yes,Yes,Yes,No,Local,Continental,N/A
Arena Hotel (formerly Sleep Express Motel),No,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Full English/Irish,Full English/Irish
Illinois Hotel,No,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Continental,Continental
Greenwich Inn Motel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Ameican,Vegan
Sydney Central Inn,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,N/A,Continental
Burwood Studio,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,Asian,N/A
Luxury sweet room,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Full English/Irish,Full English/Irish
Coogee Studio Apartments,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Continental,Continental
SKYE Hotel Suites Parramatta,Yes,Yes,Yes,Yes,Yes,No,Yes,Local,Full English/Irish,Vegan
UNO Hotel Sydney,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Continental,Continental
Meriton Suites Bondi Junction,Yes,No,Yes,Yes,Yes,Yes,Yes,Asian,Vegan,N/A
Peppers Manly Beach,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,American
Hotel Concord,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Asian,N/A
The Village Surry Hills,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Vegetarian,N/A
Sydney Cosmopolitan CBD Apartment,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Full English/Irish
"Meriton Suites Pitt Street, Sydney",Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Full English/Irish,Continental
Devere Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Vegetarian,N/A
Sydney Boutique Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Vegan,Ameican,Continental
"Meriton Suites Church Street, Parramatta",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Continental,N/A
Arthur's Hotel Bondi Junction,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Full English/Irish,Full English/Irish
Wiley Park Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Continental,Continental
Beach Road Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Ameican,Vegan
Town and Country Motel,Yes,Yes,Yes,Yes,No,Yes,Yes,International,Continental,Continental
Mantra Sydney Central,Yes,Yes,Yes,Yes,No,Yes,Yes,American,Asian,N/A
Luxury 1/Bed Art Deco Apartment,Yes,Yes,Yes,Yes,No,Yes,Yes,Asian,Full English/Irish,Full English/Irish
Burwood Bed and Breakfast,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Continental,Continental
Airport Hotel Sydney,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,N/A,Vegan
The Bexley Motel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,N/A,Continental
Summer House Newtown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,Vegan,N/A
Fiori Apartments,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Continental,American
Campsie Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,N/A,N/A
Wentworth Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Vegetarian,N/A
Original Backpackers,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Full English/Irish
Paxsafe Sydney Hyde Park Private Apartments,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,Continental
Rosehill Hotel,Yes,Yes,Yes,Yes,No,Yes,Yes,Full English/Irish,Vegetarian,N/A
The Blenheim,Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Ameican,Continental
The Sebel Sydney Chatswood,Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Continental,N/A
Liberty Plains Motor Inn,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,Full English/Irish
APX World Square,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Continental
Ocean View Family Vacation Home,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Ameican,Vegan
Goldsbrough 2 bedrooms split apartment,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Continental,Continental
Studio in Darling Point,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Vegan,Asian,N/A
Sandy Bottoms Guesthouse,Yes,Yes,Yes,No,Yes,Yes,Yes,N/A,N/A,Full English/Irish
Campsie Adorable 3Br Apt with Wifi & Parking,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Continental,Continental
Premium large apartment with view to the park,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Full English/Irish,Vegan
Metro Apartments on King,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Continental
Paul’s Boutique,Yes,Yes,Yes,Yes,Yes,No,Yes,International,Vegan,N/A
Pyrnmont 2 Bedroom Terrace,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Continental,American
"Furnished 3b/r unit for rent with Tennis courts, jaccuzi and pool",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,N/A,N/A
Mantra on Kent,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Vegetarian,N/A
Paddington House,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Continental,Full English/Irish
Convenient 1b1b2p Apt close to Sydney airport,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,Full English/Irish,Continental
Boardrider Backpackers and Budget Motel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,Vegetarian,N/A
Park Regis Concierge Apartments,No,Yes,Yes,Yes,Yes,Yes,Yes,American,Ameican,Continental
Meriton Suites North Sydney,No,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Continental,N/A
Nicely located three bedroom apartment in Bondi Beach.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,Full English/Irish
Entire home in Wolli Creek,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Continental
Kent Cosy House,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Ameican,Vegan
"Bright, Modern & Convenient",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Continental,Continental
Cityview Studio Accommodation,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Asian,N/A
"Meriton Suites World Tower, Sydney",Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Full English/Irish,Full English/Irish
STUDIO IN BONDI,Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Continental,Continental
Sheraton Grand Sydney Hyde Park,Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Full English/Irish,Vegan
Manly Waves Studios & Apartments,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Continental,Continental
Park Hyatt Sydney,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Vegan,N/A
Sydney Harbour Views,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Vegan,Continental,American
Cockatoo Island Accommodation,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Asian,N/A
Vista unit Close to the City & Airport & Train station and Brighton Le Sands Beach,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Vegetarian,N/A
"Hotel Style Monterey Guest Studio near Hospitals, Beach and Airport",Yes,Yes,Yes,Yes,Yes,No,Yes,International,Continental,Full English/Irish
KOZYGURU McMahons Point Amazing Water View Studio + FREE Parking NMP002,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,Continental
Beach-side North Bondi,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Vegetarian,N/A
QUEEN SIZE GARDEN VIEW ROOM EASTWOOD/RYDE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Ameican,Continental
Glebe House,Yes,Yes,Yes,Yes,No,Yes,Yes,Asian,Continental,N/A
"Bamboo House, Close to the City & Airport & Train station and Brighton Le Sands Beach",Yes,Yes,Yes,Yes,No,Yes,Yes,Full English/Irish,N/A,N/A
Eggie's Nest - Luxury 1 Bedroom Apartment,Yes,Yes,Yes,Yes,No,Yes,Yes,Full English/Irish,Continental,N/A
"Comfort Living - 3 Bedroom sleeps 6 , parking, pool, other amenities - Near Showgrounds",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,Ameican,N/A
Peaceful Haven,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,N/A,N/A
Aircabin?Macquarie Park?Luxurious 2 Bed +Free Park,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Asian,Full English/Irish
"Huge Holiday Place near to Beach, Airport, Train & Shoppings",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Full English/Irish,N/A
KOZYGURU Bondi Beach Dream Holiday Lovely 1 Bed Studio NBD242,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,N/A
Lotus Stay Manly - Apartment 31E,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,N/A
KozyGuru / Chippendale / NCH084,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Full English/Irish
Central Coast Moon Lake Resort,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Vegan,Continental
KOZYGURU Haymarket SYD Overly Warm 1 Bed APT NHA317-546A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,N/A
Lotus Stay Manly - Apartment 31F,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Asian,Continental
Aircabin?Strathfield?Lovley?2 Bed Apt+Free parking,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Vegetarian,N/A
"The Alexander Apartments - Harbour Views, Parking, Pool, Gym",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Full English/Irish
KOZYGURU Chatswood Luxury Studio NCH088-720,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Full English/Irish,Continental
Lotus Stay Manly - Apartment 31C,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Vegetarian,Vegan
KozyGuru / Haymarket SYD / Cozy Warm / 1 Bed APT / NHA317-546B,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Ameican,Continental
5 Bedroom Terrace in Surry Hill with 1free parking,Yes,Yes,Yes,Yes,Yes,No,Yes,International,Continental,N/A
Lotus Stay Manly - Apartment 31D,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Vegan,Full English/Irish,N/A
Lotus Stay Manly - Apartment 31G,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Continental,N/A
Luxury 3 Bedroom Apartment in Ryde,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Ameican,N/A
KOZYGURU MASCOT 2 BED APT FREE DOUBLE-PARKING NMA629,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Continental,Full English/Irish
Lotus Stay Manly - Apartment 29E,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Asian,Continental
KOZYGURU Parramatta Lovely 2 BED APT Free Parking NPA006,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Full English/Irish,N/A
KOZYGURU SYDNEY CBD Family Friendly 3Bed APT NHA653-1702,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Continental,Continental
STUNNING SYDNEY HOME 3,Yes,Yes,Yes,Yes,No,Yes,Yes,Asian,Full English/Irish,N/A
Lotus Stay Manly - Apartment 29C,Yes,Yes,Yes,Yes,No,Yes,Yes,Full English/Irish,Continental,Full English/Irish
Lotus Stay Manly - Apartment 29B,Yes,Yes,Yes,Yes,No,Yes,Yes,Full English/Irish,Vegan,Continental
STUNNING SYDNEY HOME 10,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,N/A,Vegan
KOZYGURU AUBURN DESIGNED HOME 2 BED WITH FREE PARKING NAU017,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,Asian,Continental
Lotus Stay Manly - Apartment 31A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Vegetarian,N/A
Lotus Stay Manly - Apartment 31B,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Continental,American
Lotus Stay Manly - Apartment 31H,No,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,N/A
KM Studio at Bondi Junction,No,Yes,Yes,Yes,Yes,Yes,Yes,Local,Vegetarian,N/A
Tequila Sunrise Hostel Sydney,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Ameican,N/A
The Capsule Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Continental,N/A
Mad Monkey Potts Point,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,N/A
Mad Monkey Kings Cross,Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Continental,Full English/Irish
The Downing Hostel,Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Ameican,N/A
"Secret Garden Backpackers, Sydney",Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Continental,N/A
Space Q Capsule Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Asian,N/A
London Plane Backpackers,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Full English/Irish,Full English/Irish
"Summer House Kings Cross, Sydney",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Vegan,Continental,Continental
Mad Monkey Bayswater,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,N/A,N/A
Siesta Sydney,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Continental,Continental
Four Seasons Hotel Sydney,Yes,Yes,Yes,Yes,Yes,No,Yes,International,Vegan,N/A
Central Studio Hotel Sydney,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Full English/Irish
Perouse Randwick by Sydney Lodges,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Asian,Continental
Royal Exhibition Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Vegetarian,Vegan
"Holiday Inn Sydney Airport, an IHG Hotel",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Continental,Continental
Travelodge Hotel Hurstville Sydney,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,N/A,N/A
The Darling at The Star,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Vegetarian,N/A
"Pier One Sydney Harbour, Autograph Collection",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,Ameican,N/A
Royal Hotel Randwick,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,N/A,N/A
Value Suites Green Square,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Full English/Irish,Full English/Irish
Avonmore On The Park Boutique Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Continental,Continental
Vibe Hotel Sydney,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Ameican,N/A
Quality Inn Sunshine Haberfield,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Continental
Dive Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Asian,N/A
The Albert Mosman,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,N/A,Full English/Irish
Little National Hotel Sydney,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Continental
Sydney CBD darling harbour two bedroom apartment,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,Vegan
Little Coogee Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Continental
Mantra Hotel at Sydney Airport,Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Vegan,N/A
The Langham Sydney,Yes,Yes,Yes,Yes,No,Yes,Yes,American,Continental,American
Granville Hotel,Yes,Yes,Yes,Yes,No,Yes,Yes,International,Asian,N/A
Hotel Ravesis,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Vegan,Vegetarian,N/A
"Putney Studio, short drive to parklands & Olympic Park",Yes,Yes,Yes,Yes,Yes,No,Yes,Full English/Irish,Continental,Full English/Irish
The Harbour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Full English/Irish,Continental
SKYE Suites Green Square,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Vegetarian,N/A
Three Rooms Sydney,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Ameican,Continental
Zara Tower – Luxury Suites and Apartments,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Continental,N/A
Coco’s Abode,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Full English/Irish,Full English/Irish
Establishment Hotel,Yes,No,Yes,Yes,Yes,Yes,Yes,Asian,Continental,Continental
Sydney Central Backpackers,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Ameican,Vegan
The Village Glebe,Yes,Yes,Yes,Yes,No,Yes,Yes,Full English/Irish,Continental,Continental
family home @ Eastwood,Yes,Yes,Yes,Yes,No,Yes,Yes,Continental,Asian,N/A
Amazing waterside city view apartment in Rhodes,Yes,Yes,Yes,Yes,No,Yes,Yes,Continental,Full English/Irish,Full English/Irish
Ultimo Terrace,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Continental,Continental
Vista Unit + Bamboo House Close to the City & Airport & Train station and Brighton Le Sands Beach,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Full English/Irish,Vegan
EASTWOOD NOT DOUBLE BAY phone me or email before you book Wentworth House,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Continental
4 minutes to the beach ~ 5* Location with patio,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Vegan,N/A
"Comfortable Living - 3 Bedroom sleeps 6, parking, pool, other amenities - Near Showgrounds",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,American
Glorious 3 level sub-penthouse,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Asian,N/A
APX Darling Harbour,No,Yes,Yes,Yes,Yes,Yes,Yes,Local,Vegetarian,N/A
1 bedroom apartment in Paddington with beautiful view,No,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Full English/Irish
Bondi Beach Ocean View Rooftop Pool,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,Continental
KOZYGURU Sydney CBD Freshly 1 Bed Studio NHA653-310,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Vegetarian,N/A
Hump Backpackers,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Ameican,Continental
The Village Broadway,Yes,Yes,Yes,Yes,Yes,No,Yes,International,Continental,N/A
"Holiday Inn Express Toronto-North York, an IHG Hotel",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Vegan,Full English/Irish,Full English/Irish
W Toronto,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Continental,Continental
One King West Hotel and Residence,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Ameican,Vegan
The Yorkville Royal Sonesta Hotel Toronto,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Continental,Continental
The Novotel Toronto Centre,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Asian,N/A
Peaceful Spacious 3 Bedroom Guest House in North York,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Full English/Irish,Full English/Irish
Radisson Blu Downtown Toronto,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Continental,Continental
Embassy Suites By Hilton Toronto Airport,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Full English/Irish,Vegan
Samesun Toronto,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Continental,Continental
The Parkdale Hostellerie,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Vegan,N/A
"Holiday Inn Express & Suites - Toronto Airport South, an IHG Hotel",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,N/A,American
Fairmont Royal York Hotel,Yes,Yes,Yes,Yes,No,Yes,Yes,Continental,Asian,N/A
Canopy By Hilton Toronto Yorkville,Yes,Yes,Yes,Yes,No,Yes,Yes,American,Vegetarian,N/A
Super 8 by Wyndham Toronto East ON,Yes,Yes,Yes,Yes,No,Yes,Yes,Asian,Continental,Full English/Irish
The Palmerston,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,Continental
DoubleTree by Hilton Toronto Downtown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Vegetarian,N/A
Cozy 5 Bedroom House in Downtown Toronto by GLOBALSTAY,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Ameican,Continental
Chelsea Hotel Toronto,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Continental,N/A
"Holiday Inn Express Toronto Downtown, an IHG Hotel",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,Full English/Irish
Hilton Toronto,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Continental
STB-Double BED with Shared Washroom,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Ameican,Vegan
Kensington Market House,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Continental
Lilen's Home,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Asian,N/A
Days Inn by Wyndham Toronto East Lakeview,Yes,Yes,Yes,Yes,No,Yes,Yes,International,Full English/Irish,Full English/Irish
Hampton Inn by Hilton Toronto Airport Corporate Centre,Yes,Yes,Yes,Yes,No,Yes,Yes,Vegan,Continental,Continental
Private Double Room with Shared Bathroom 536B,Yes,Yes,Yes,Yes,No,Yes,Yes,Full English/Irish,N/A,Vegan
"Holiday Inn Toronto International Airport, an IHG Hotel",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Continental,Continental
Best Western Plus Travel Hotel Toronto Airport,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Vegan,N/A
Dream Catcher Travel House,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,American
1 Hotel Toronto,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Asian,N/A
Hotel Ocho,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Vegetarian,N/A
Park Hyatt Toronto,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Continental,Full English/Irish
Comfort Inn & Conference Centre Toronto Airport,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,N/A,Continental
Phoebe Wang,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,N/A,N/A
Sandman Signature Toronto Airport Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,N/A,Continental
Cozy Downtown Private Rooms near AGO,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,Ameican,N/A
Stay Inn Hotel Toronto,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Continental,Full English/Irish
Town Inn Suites Hotel,Yes,Yes,Yes,Yes,Yes,No,Yes,Asian,N/A,Continental
House In Scarborough,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,Vegan
Novotel Toronto North York,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Continental,Continental
Two BR Two BR plus study Yorkville condo,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Full English/Irish,N/A
